'Time and date','I','aVF','ABP','PAP','CVP','PLETH','CO2','RESP'
'[23:18:13.312 12/03/1996]',0.032,-0.030,74.950,14.300,6.213,-0.165,31.250,-0.533
'[23:18:13.314 12/03/1996]',0.033,-0.031,74.950,14.300,6.213,-0.165,31.250,-0.533
'[23:18:13.316 12/03/1996]',0.035,-0.032,74.950,14.300,6.213,-0.165,31.250,-0.533
'[23:18:13.318 12/03/1996]',0.036,-0.033,74.950,14.300,6.213,-0.165,31.250,-0.533
'[23:18:13.320 12/03/1996]',0.037,-0.034,74.950,13.250,6.450,-0.189,31.333,-0.534
'[23:18:13.322 12/03/1996]',0.039,-0.034,74.950,13.250,6.450,-0.189,31.333,-0.534
'[23:18:13.324 12/03/1996]',0.046,-0.032,74.950,13.250,6.450,-0.189,31.333,-0.534
'[23:18:13.326 12/03/1996]',0.054,-0.030,74.950,13.250,6.450,-0.189,31.333,-0.534
'[23:18:13.328 12/03/1996]',0.070,-0.022,75.000,12.125,6.625,-0.210,31.417,-0.534
'[23:18:13.330 12/03/1996]',0.087,-0.015,75.000,12.125,6.625,-0.210,31.417,-0.534
'[23:18:13.332 12/03/1996]',0.117,0.002,75.000,12.125,6.625,-0.210,31.417,-0.534
'[23:18:13.334 12/03/1996]',0.146,0.018,75.000,12.125,6.625,-0.210,31.417,-0.534
'[23:18:13.336 12/03/1996]',0.191,0.042,74.950,11.125,6.737,-0.231,31.500,-0.535
'[23:18:13.338 12/03/1996]',0.235,0.065,74.950,11.125,6.737,-0.231,31.500,-0.535
'[23:18:13.340 12/03/1996]',0.292,0.091,74.950,11.125,6.737,-0.231,31.500,-0.535
'[23:18:13.342 12/03/1996]',0.349,0.117,74.950,11.125,6.737,-0.231,31.500,-0.535
'[23:18:13.344 12/03/1996]',0.410,0.141,74.950,10.375,6.862,-0.251,31.583,-0.535
'[23:18:13.346 12/03/1996]',0.472,0.165,74.950,10.375,6.862,-0.251,31.583,-0.535
'[23:18:13.348 12/03/1996]',0.528,0.181,74.950,10.375,6.862,-0.251,31.583,-0.535
'[23:18:13.350 12/03/1996]',0.584,0.198,74.950,10.375,6.862,-0.251,31.583,-0.535
'[23:18:13.352 12/03/1996]',0.629,0.203,74.950,9.950,6.912,-0.267,31.600,-0.535
'[23:18:13.354 12/03/1996]',0.675,0.209,74.950,9.950,6.912,-0.267,31.600,-0.535
'[23:18:13.356 12/03/1996]',0.703,0.205,74.950,9.950,6.912,-0.267,31.600,-0.535
'[23:18:13.358 12/03/1996]',0.731,0.202,74.950,9.950,6.912,-0.267,31.600,-0.535
'[23:18:13.360 12/03/1996]',0.738,0.195,74.950,9.850,6.862,-0.282,31.617,-0.535
'[23:18:13.362 12/03/1996]',0.744,0.188,74.950,9.850,6.862,-0.282,31.617,-0.535
'[23:18:13.364 12/03/1996]',0.728,0.188,74.950,9.850,6.862,-0.282,31.617,-0.535
'[23:18:13.366 12/03/1996]',0.711,0.187,74.950,9.850,6.862,-0.282,31.617,-0.535
'[23:18:13.368 12/03/1996]',0.674,0.195,74.950,10.125,6.800,-0.298,31.633,-0.534
'[23:18:13.370 12/03/1996]',0.637,0.202,74.950,10.125,6.800,-0.298,31.633,-0.534
'[23:18:13.372 12/03/1996]',0.587,0.214,74.950,10.125,6.800,-0.298,31.633,-0.534
'[23:18:13.374 12/03/1996]',0.537,0.226,74.950,10.125,6.800,-0.298,31.633,-0.534
'[23:18:13.376 12/03/1996]',0.483,0.237,74.800,10.775,6.625,-0.311,31.650,-0.534
'[23:18:13.378 12/03/1996]',0.429,0.248,74.800,10.775,6.625,-0.311,31.650,-0.534
'[23:18:13.380 12/03/1996]',0.381,0.255,74.800,10.775,6.625,-0.311,31.650,-0.534
'[23:18:13.382 12/03/1996]',0.333,0.262,74.800,10.775,6.625,-0.311,31.650,-0.534
'[23:18:13.384 12/03/1996]',0.298,0.266,74.750,11.825,6.450,-0.324,31.683,-0.533
'[23:18:13.386 12/03/1996]',0.263,0.269,74.750,11.825,6.450,-0.324,31.683,-0.533
'[23:18:13.388 12/03/1996]',0.239,0.271,74.750,11.825,6.450,-0.324,31.683,-0.533
'[23:18:13.390 12/03/1996]',0.215,0.272,74.750,11.825,6.450,-0.324,31.683,-0.533
'[23:18:13.392 12/03/1996]',0.198,0.271,74.700,13.175,6.213,-0.336,31.717,-0.533
'[23:18:13.394 12/03/1996]',0.180,0.269,74.700,13.175,6.213,-0.336,31.717,-0.533
'[23:18:13.396 12/03/1996]',0.167,0.261,74.700,13.175,6.213,-0.336,31.717,-0.533
'[23:18:13.398 12/03/1996]',0.154,0.253,74.700,13.175,6.213,-0.336,31.717,-0.533
'[23:18:13.400 12/03/1996]',0.143,0.234,74.650,14.650,5.975,-0.349,31.750,-0.532
'[23:18:13.402 12/03/1996]',0.132,0.216,74.650,14.650,5.975,-0.349,31.750,-0.532
'[23:18:13.404 12/03/1996]',0.120,0.190,74.650,14.650,5.975,-0.349,31.750,-0.532
'[23:18:13.406 12/03/1996]',0.108,0.163,74.650,14.650,5.975,-0.349,31.750,-0.532
'[23:18:13.408 12/03/1996]',0.095,0.132,74.650,16.050,5.750,-0.358,31.783,-0.532
'[23:18:13.410 12/03/1996]',0.082,0.100,74.650,16.050,5.750,-0.358,31.783,-0.532
'[23:18:13.412 12/03/1996]',0.069,0.064,74.650,16.050,5.750,-0.358,31.783,-0.532
'[23:18:13.414 12/03/1996]',0.056,0.028,74.650,16.050,5.750,-0.358,31.783,-0.532
'[23:18:13.416 12/03/1996]',0.044,-0.009,74.650,17.175,5.575,-0.369,31.767,-0.532
'[23:18:13.418 12/03/1996]',0.032,-0.045,74.650,17.175,5.575,-0.369,31.767,-0.532
'[23:18:13.420 12/03/1996]',0.022,-0.079,74.650,17.175,5.575,-0.369,31.767,-0.532
'[23:18:13.422 12/03/1996]',0.013,-0.112,74.650,17.175,5.575,-0.369,31.767,-0.532
'[23:18:13.424 12/03/1996]',0.005,-0.139,74.550,17.800,5.338,-0.382,31.783,-0.532
'[23:18:13.426 12/03/1996]',-0.002,-0.165,74.550,17.800,5.338,-0.382,31.783,-0.532
'[23:18:13.428 12/03/1996]',-0.009,-0.180,74.550,17.800,5.338,-0.382,31.783,-0.532
'[23:18:13.430 12/03/1996]',-0.015,-0.195,74.550,17.800,5.338,-0.382,31.783,-0.532
'[23:18:13.432 12/03/1996]',-0.019,-0.199,74.450,17.875,5.162,-0.390,31.800,-0.532
'[23:18:13.434 12/03/1996]',-0.024,-0.202,74.450,17.875,5.162,-0.390,31.800,-0.532
'[23:18:13.436 12/03/1996]',-0.028,-0.197,74.450,17.875,5.162,-0.390,31.800,-0.532
'[23:18:13.438 12/03/1996]',-0.031,-0.191,74.450,17.875,5.162,-0.390,31.800,-0.532
'[23:18:13.440 12/03/1996]',-0.033,-0.180,74.450,17.275,4.987,-0.400,31.817,-0.533
'[23:18:13.442 12/03/1996]',-0.034,-0.169,74.450,17.275,4.987,-0.400,31.817,-0.533
'[23:18:13.444 12/03/1996]',-0.036,-0.156,74.450,17.275,4.987,-0.400,31.817,-0.533
'[23:18:13.446 12/03/1996]',-0.038,-0.143,74.450,17.275,4.987,-0.400,31.817,-0.533
'[23:18:13.448 12/03/1996]',-0.039,-0.130,74.500,16.225,4.812,-0.410,31.750,-0.534
'[23:18:13.450 12/03/1996]',-0.040,-0.116,74.500,16.225,4.812,-0.410,31.750,-0.534
'[23:18:13.452 12/03/1996]',-0.041,-0.103,74.500,16.225,4.812,-0.410,31.750,-0.534
'[23:18:13.454 12/03/1996]',-0.042,-0.090,74.500,16.225,4.812,-0.410,31.750,-0.534
'[23:18:13.456 12/03/1996]',-0.043,-0.078,74.500,15.000,4.750,-0.418,31.733,-0.535
'[23:18:13.458 12/03/1996]',-0.043,-0.066,74.500,15.000,4.750,-0.418,31.733,-0.535
'[23:18:13.460 12/03/1996]',-0.043,-0.057,74.500,15.000,4.750,-0.418,31.733,-0.535
'[23:18:13.462 12/03/1996]',-0.044,-0.047,74.500,15.000,4.750,-0.418,31.733,-0.535
'[23:18:13.464 12/03/1996]',-0.044,-0.041,74.500,14.125,4.688,-0.427,31.717,-0.536
'[23:18:13.466 12/03/1996]',-0.045,-0.035,74.500,14.125,4.688,-0.427,31.717,-0.536
'[23:18:13.468 12/03/1996]',-0.044,-0.031,74.500,14.125,4.688,-0.427,31.717,-0.536
'[23:18:13.470 12/03/1996]',-0.043,-0.027,74.500,14.125,4.688,-0.427,31.717,-0.536
'[23:18:13.472 12/03/1996]',-0.043,-0.025,74.450,14.050,4.750,-0.435,31.700,-0.538
'[23:18:13.474 12/03/1996]',-0.042,-0.022,74.450,14.050,4.750,-0.435,31.700,-0.538
'[23:18:13.476 12/03/1996]',-0.043,-0.019,74.450,14.050,4.750,-0.435,31.700,-0.538
'[23:18:13.478 12/03/1996]',-0.044,-0.017,74.450,14.050,4.750,-0.435,31.700,-0.538
'[23:18:13.480 12/03/1996]',-0.046,-0.015,74.400,14.875,4.750,-0.443,31.633,-0.539
'[23:18:13.482 12/03/1996]',-0.048,-0.012,74.400,14.875,4.750,-0.443,31.633,-0.539
'[23:18:13.484 12/03/1996]',-0.049,-0.011,74.400,14.875,4.750,-0.443,31.633,-0.539
'[23:18:13.486 12/03/1996]',-0.049,-0.009,74.400,14.875,4.750,-0.443,31.633,-0.539
'[23:18:13.488 12/03/1996]',-0.051,-0.008,74.400,16.400,4.750,-0.450,31.617,-0.541
'[23:18:13.490 12/03/1996]',-0.052,-0.007,74.400,16.400,4.750,-0.450,31.617,-0.541
'[23:18:13.492 12/03/1996]',-0.054,-0.005,74.400,16.400,4.750,-0.450,31.617,-0.541
'[23:18:13.494 12/03/1996]',-0.056,-0.003,74.400,16.400,4.750,-0.450,31.617,-0.541
'[23:18:13.496 12/03/1996]',-0.058,-0.002,74.350,18.400,4.688,-0.457,31.600,-0.542
'[23:18:13.498 12/03/1996]',-0.060,0.000,74.350,18.400,4.688,-0.457,31.600,-0.542
'[23:18:13.500 12/03/1996]',-0.061,0.002,74.350,18.400,4.688,-0.457,31.600,-0.542
'[23:18:13.502 12/03/1996]',-0.063,0.003,74.350,18.400,4.688,-0.457,31.600,-0.542
'[23:18:13.504 12/03/1996]',-0.065,0.004,74.350,20.200,4.575,-0.465,31.583,-0.544
'[23:18:13.506 12/03/1996]',-0.066,0.004,74.350,20.200,4.575,-0.465,31.583,-0.544
'[23:18:13.508 12/03/1996]',-0.067,0.004,74.350,20.200,4.575,-0.465,31.583,-0.544
'[23:18:13.510 12/03/1996]',-0.068,0.003,74.350,20.200,4.575,-0.465,31.583,-0.544
'[23:18:13.512 12/03/1996]',-0.069,0.004,74.350,21.625,4.513,-0.470,31.483,-0.545
'[23:18:13.514 12/03/1996]',-0.070,0.004,74.350,21.625,4.513,-0.470,31.483,-0.545
'[23:18:13.516 12/03/1996]',-0.072,0.005,74.350,21.625,4.513,-0.470,31.483,-0.545
'[23:18:13.518 12/03/1996]',-0.074,0.006,74.350,21.625,4.513,-0.470,31.483,-0.545
'[23:18:13.520 12/03/1996]',-0.076,0.008,74.350,22.625,4.575,-0.476,31.433,-0.547
'[23:18:13.522 12/03/1996]',-0.078,0.010,74.350,22.625,4.575,-0.476,31.433,-0.547
'[23:18:13.524 12/03/1996]',-0.081,0.011,74.350,22.625,4.575,-0.476,31.433,-0.547
'[23:18:13.526 12/03/1996]',-0.083,0.013,74.350,22.625,4.575,-0.476,31.433,-0.547
'[23:18:13.528 12/03/1996]',-0.086,0.015,74.300,23.325,4.638,-0.481,31.383,-0.548
'[23:18:13.530 12/03/1996]',-0.088,0.017,74.300,23.325,4.638,-0.481,31.383,-0.548
'[23:18:13.532 12/03/1996]',-0.090,0.019,74.300,23.325,4.638,-0.481,31.383,-0.548
'[23:18:13.534 12/03/1996]',-0.093,0.021,74.300,23.325,4.638,-0.481,31.383,-0.548
'[23:18:13.536 12/03/1996]',-0.095,0.022,74.450,24.075,4.750,-0.485,31.333,-0.549
'[23:18:13.538 12/03/1996]',-0.096,0.024,74.450,24.075,4.750,-0.485,31.333,-0.549
'[23:18:13.540 12/03/1996]',-0.098,0.026,74.450,24.075,4.750,-0.485,31.333,-0.549
'[23:18:13.542 12/03/1996]',-0.099,0.029,74.450,24.075,4.750,-0.485,31.333,-0.549
'[23:18:13.544 12/03/1996]',-0.099,0.032,75.000,25.125,4.862,-0.487,31.200,-0.550
'[23:18:13.546 12/03/1996]',-0.099,0.035,75.000,25.125,4.862,-0.487,31.200,-0.550
'[23:18:13.548 12/03/1996]',-0.099,0.038,75.000,25.125,4.862,-0.487,31.200,-0.550
'[23:18:13.550 12/03/1996]',-0.099,0.041,75.000,25.125,4.862,-0.487,31.200,-0.550
'[23:18:13.552 12/03/1996]',-0.099,0.044,76.100,26.425,5.037,-0.489,31.067,-0.551
'[23:18:13.554 12/03/1996]',-0.099,0.048,76.100,26.425,5.037,-0.489,31.067,-0.551
'[23:18:13.556 12/03/1996]',-0.099,0.050,76.100,26.425,5.037,-0.489,31.067,-0.551
'[23:18:13.558 12/03/1996]',-0.098,0.052,76.100,26.425,5.037,-0.489,31.067,-0.551
'[23:18:13.560 12/03/1996]',-0.096,0.053,77.400,27.950,5.100,-0.489,30.933,-0.552
'[23:18:13.562 12/03/1996]',-0.094,0.055,77.400,27.950,5.100,-0.489,30.933,-0.552
'[23:18:13.564 12/03/1996]',-0.090,0.056,77.400,27.950,5.100,-0.489,30.933,-0.552
'[23:18:13.566 12/03/1996]',-0.087,0.056,77.400,27.950,5.100,-0.489,30.933,-0.552
'[23:18:13.568 12/03/1996]',-0.083,0.057,78.200,29.400,5.213,-0.485,30.800,-0.552
'[23:18:13.570 12/03/1996]',-0.079,0.058,78.200,29.400,5.213,-0.485,30.800,-0.552
'[23:18:13.572 12/03/1996]',-0.075,0.058,78.200,29.400,5.213,-0.485,30.800,-0.552
'[23:18:13.574 12/03/1996]',-0.072,0.058,78.200,29.400,5.213,-0.485,30.800,-0.552
'[23:18:13.576 12/03/1996]',-0.068,0.057,78.300,30.700,5.338,-0.477,30.750,-0.553
'[23:18:13.578 12/03/1996]',-0.064,0.055,78.300,30.700,5.338,-0.477,30.750,-0.553
'[23:18:13.580 12/03/1996]',-0.059,0.054,78.300,30.700,5.338,-0.477,30.750,-0.553
'[23:18:13.582 12/03/1996]',-0.053,0.053,78.300,30.700,5.338,-0.477,30.750,-0.553
'[23:18:13.584 12/03/1996]',-0.047,0.052,78.250,31.575,5.513,-0.462,30.717,-0.553
'[23:18:13.586 12/03/1996]',-0.041,0.051,78.250,31.575,5.513,-0.462,30.717,-0.553
'[23:18:13.588 12/03/1996]',-0.036,0.048,78.250,31.575,5.513,-0.462,30.717,-0.553
'[23:18:13.590 12/03/1996]',-0.032,0.045,78.250,31.575,5.513,-0.462,30.717,-0.553
'[23:18:13.592 12/03/1996]',-0.028,0.043,79.050,31.925,5.750,-0.440,30.683,-0.554
'[23:18:13.594 12/03/1996]',-0.023,0.040,79.050,31.925,5.750,-0.440,30.683,-0.554
'[23:18:13.596 12/03/1996]',-0.018,0.037,79.050,31.925,5.750,-0.440,30.683,-0.554
'[23:18:13.598 12/03/1996]',-0.012,0.034,79.050,31.925,5.750,-0.440,30.683,-0.554
'[23:18:13.600 12/03/1996]',-0.007,0.032,80.600,31.825,5.975,-0.410,30.650,-0.554
'[23:18:13.602 12/03/1996]',-0.003,0.030,80.600,31.825,5.975,-0.410,30.650,-0.554
'[23:18:13.604 12/03/1996]',0.002,0.029,80.600,31.825,5.975,-0.410,30.650,-0.554
'[23:18:13.606 12/03/1996]',0.006,0.027,80.600,31.825,5.975,-0.410,30.650,-0.554
'[23:18:13.608 12/03/1996]',0.009,0.026,82.250,31.400,6.275,-0.370,30.567,-0.555
'[23:18:13.610 12/03/1996]',0.011,0.025,82.250,31.400,6.275,-0.370,30.567,-0.555
'[23:18:13.612 12/03/1996]',0.013,0.023,82.250,31.400,6.275,-0.370,30.567,-0.555
'[23:18:13.614 12/03/1996]',0.014,0.021,82.250,31.400,6.275,-0.370,30.567,-0.555
'[23:18:13.616 12/03/1996]',0.015,0.018,83.250,30.825,6.450,-0.326,30.500,-0.555
'[23:18:13.618 12/03/1996]',0.015,0.016,83.250,30.825,6.450,-0.326,30.500,-0.555
'[23:18:13.620 12/03/1996]',0.015,0.013,83.250,30.825,6.450,-0.326,30.500,-0.555
'[23:18:13.622 12/03/1996]',0.014,0.009,83.250,30.825,6.450,-0.326,30.500,-0.555
'[23:18:13.624 12/03/1996]',0.014,0.005,84.000,30.225,6.688,-0.271,30.433,-0.555
'[23:18:13.626 12/03/1996]',0.014,0.002,84.000,30.225,6.688,-0.271,30.433,-0.555
'[23:18:13.628 12/03/1996]',0.014,-0.002,84.000,30.225,6.688,-0.271,30.433,-0.555
'[23:18:13.630 12/03/1996]',0.014,-0.006,84.000,30.225,6.688,-0.271,30.433,-0.555
'[23:18:13.632 12/03/1996]',0.014,-0.010,84.850,29.575,6.862,-0.210,30.367,-0.555
'[23:18:13.634 12/03/1996]',0.014,-0.014,84.850,29.575,6.862,-0.210,30.367,-0.555
'[23:18:13.636 12/03/1996]',0.014,-0.018,84.850,29.575,6.862,-0.210,30.367,-0.555
'[23:18:13.638 12/03/1996]',0.014,-0.023,84.850,29.575,6.862,-0.210,30.367,-0.555
'[23:18:13.640 12/03/1996]',0.014,-0.028,85.800,29.000,7.037,-0.147,30.233,-0.555
'[23:18:13.642 12/03/1996]',0.014,-0.032,85.800,29.000,7.037,-0.147,30.233,-0.555
'[23:18:13.644 12/03/1996]',0.014,-0.036,85.800,29.000,7.037,-0.147,30.233,-0.555
'[23:18:13.646 12/03/1996]',0.014,-0.040,85.800,29.000,7.037,-0.147,30.233,-0.555
'[23:18:13.648 12/03/1996]',0.014,-0.045,86.650,28.425,7.263,-0.079,30.150,-0.554
'[23:18:13.650 12/03/1996]',0.014,-0.050,86.650,28.425,7.263,-0.079,30.150,-0.554
'[23:18:13.652 12/03/1996]',0.014,-0.055,86.650,28.425,7.263,-0.079,30.150,-0.554
'[23:18:13.654 12/03/1996]',0.014,-0.060,86.650,28.425,7.263,-0.079,30.150,-0.554
'[23:18:13.656 12/03/1996]',0.014,-0.065,87.300,27.700,7.500,-0.009,30.067,-0.552
'[23:18:13.658 12/03/1996]',0.014,-0.069,87.300,27.700,7.500,-0.009,30.067,-0.552
'[23:18:13.660 12/03/1996]',0.014,-0.074,87.300,27.700,7.500,-0.009,30.067,-0.552
'[23:18:13.662 12/03/1996]',0.014,-0.079,87.300,27.700,7.500,-0.009,30.067,-0.552
'[23:18:13.664 12/03/1996]',0.014,-0.084,87.700,26.900,7.737,0.061,29.983,-0.551
'[23:18:13.666 12/03/1996]',0.014,-0.089,87.700,26.900,7.737,0.061,29.983,-0.551
'[23:18:13.668 12/03/1996]',0.014,-0.093,87.700,26.900,7.737,0.061,29.983,-0.551
'[23:18:13.670 12/03/1996]',0.014,-0.098,87.700,26.900,7.737,0.061,29.983,-0.551
'[23:18:13.672 12/03/1996]',0.014,-0.101,87.950,25.950,7.975,0.127,29.917,-0.550
'[23:18:13.674 12/03/1996]',0.014,-0.104,87.950,25.950,7.975,0.127,29.917,-0.550
'[23:18:13.676 12/03/1996]',0.014,-0.108,87.950,25.950,7.975,0.127,29.917,-0.550
'[23:18:13.678 12/03/1996]',0.014,-0.112,87.950,25.950,7.975,0.127,29.917,-0.550
'[23:18:13.680 12/03/1996]',0.014,-0.115,88.000,24.900,8.150,0.192,29.850,-0.549
'[23:18:13.682 12/03/1996]',0.014,-0.118,88.000,24.900,8.150,0.192,29.850,-0.549
'[23:18:13.684 12/03/1996]',0.014,-0.120,88.000,24.900,8.150,0.192,29.850,-0.549
'[23:18:13.686 12/03/1996]',0.014,-0.122,88.000,24.900,8.150,0.192,29.850,-0.549
'[23:18:13.688 12/03/1996]',0.014,-0.123,87.800,23.900,8.200,0.253,29.783,-0.549
'[23:18:13.690 12/03/1996]',0.014,-0.125,87.800,23.900,8.200,0.253,29.783,-0.549
'[23:18:13.692 12/03/1996]',0.013,-0.126,87.800,23.900,8.200,0.253,29.783,-0.549
'[23:18:13.694 12/03/1996]',0.013,-0.126,87.800,23.900,8.200,0.253,29.783,-0.549
'[23:18:13.696 12/03/1996]',0.012,-0.127,87.350,23.150,8.262,0.310,29.717,-0.549
'[23:18:13.698 12/03/1996]',0.011,-0.128,87.350,23.150,8.262,0.310,29.717,-0.549
'[23:18:13.700 12/03/1996]',0.010,-0.129,87.350,23.150,8.262,0.310,29.717,-0.549
'[23:18:13.702 12/03/1996]',0.009,-0.129,87.350,23.150,8.262,0.310,29.717,-0.549
'[23:18:13.704 12/03/1996]',0.009,-0.129,86.600,23.025,8.262,0.361,29.700,-0.549
'[23:18:13.706 12/03/1996]',0.008,-0.128,86.600,23.025,8.262,0.361,29.700,-0.549
'[23:18:13.708 12/03/1996]',0.007,-0.129,86.600,23.025,8.262,0.361,29.700,-0.549
'[23:18:13.710 12/03/1996]',0.006,-0.129,86.600,23.025,8.262,0.361,29.700,-0.549
'[23:18:13.712 12/03/1996]',0.006,-0.131,85.800,23.250,8.200,0.407,29.683,-0.548
'[23:18:13.714 12/03/1996]',0.007,-0.132,85.800,23.250,8.200,0.407,29.683,-0.548
'[23:18:13.716 12/03/1996]',0.006,-0.134,85.800,23.250,8.200,0.407,29.683,-0.548
'[23:18:13.718 12/03/1996]',0.006,-0.135,85.800,23.250,8.200,0.407,29.683,-0.548
'[23:18:13.720 12/03/1996]',0.005,-0.136,85.250,23.375,8.150,0.448,29.667,-0.546
'[23:18:13.722 12/03/1996]',0.004,-0.136,85.250,23.375,8.150,0.448,29.667,-0.546
'[23:18:13.724 12/03/1996]',0.003,-0.136,85.250,23.375,8.150,0.448,29.667,-0.546
'[23:18:13.726 12/03/1996]',0.002,-0.136,85.250,23.375,8.150,0.448,29.667,-0.546
'[23:18:13.728 12/03/1996]',0.001,-0.136,84.700,23.025,8.088,0.477,29.650,-0.545
'[23:18:13.730 12/03/1996]',0.000,-0.136,84.700,23.025,8.088,0.477,29.650,-0.545
'[23:18:13.732 12/03/1996]',0.000,-0.137,84.700,23.025,8.088,0.477,29.650,-0.545
'[23:18:13.734 12/03/1996]',0.000,-0.138,84.700,23.025,8.088,0.477,29.650,-0.545
'[23:18:13.736 12/03/1996]',0.002,-0.139,84.200,22.450,7.975,0.504,29.600,-0.543
'[23:18:13.738 12/03/1996]',0.003,-0.140,84.200,22.450,7.975,0.504,29.600,-0.543
'[23:18:13.740 12/03/1996]',0.004,-0.142,84.200,22.450,7.975,0.504,29.600,-0.543
'[23:18:13.742 12/03/1996]',0.004,-0.144,84.200,22.450,7.975,0.504,29.600,-0.543
'[23:18:13.744 12/03/1996]',0.003,-0.145,83.600,21.800,7.850,0.522,29.583,-0.542
'[23:18:13.746 12/03/1996]',0.002,-0.146,83.600,21.800,7.850,0.522,29.583,-0.542
'[23:18:13.748 12/03/1996]',0.001,-0.146,83.600,21.800,7.850,0.522,29.583,-0.542
'[23:18:13.750 12/03/1996]',0.000,-0.146,83.600,21.800,7.850,0.522,29.583,-0.542
'[23:18:13.752 12/03/1996]',-0.001,-0.144,82.950,21.025,7.737,0.532,29.567,-0.541
'[23:18:13.754 12/03/1996]',-0.001,-0.143,82.950,21.025,7.737,0.532,29.567,-0.541
'[23:18:13.756 12/03/1996]',0.000,-0.141,82.950,21.025,7.737,0.532,29.567,-0.541
'[23:18:13.758 12/03/1996]',0.001,-0.138,82.950,21.025,7.737,0.532,29.567,-0.541
'[23:18:13.760 12/03/1996]',0.002,-0.136,82.350,20.150,7.625,0.533,29.550,-0.540
'[23:18:13.762 12/03/1996]',0.003,-0.133,82.350,20.150,7.625,0.533,29.550,-0.540
'[23:18:13.764 12/03/1996]',0.004,-0.128,82.350,20.150,7.625,0.533,29.550,-0.540
'[23:18:13.766 12/03/1996]',0.004,-0.123,82.350,20.150,7.625,0.533,29.550,-0.540
'[23:18:13.768 12/03/1996]',0.005,-0.117,81.700,19.275,7.500,0.528,29.567,-0.539
'[23:18:13.770 12/03/1996]',0.007,-0.112,81.700,19.275,7.500,0.528,29.567,-0.539
'[23:18:13.772 12/03/1996]',0.009,-0.107,81.700,19.275,7.500,0.528,29.567,-0.539
'[23:18:13.774 12/03/1996]',0.012,-0.103,81.700,19.275,7.500,0.528,29.567,-0.539
'[23:18:13.776 12/03/1996]',0.013,-0.100,81.100,18.625,7.325,0.516,29.583,-0.537
'[23:18:13.778 12/03/1996]',0.014,-0.096,81.100,18.625,7.325,0.516,29.583,-0.537
'[23:18:13.780 12/03/1996]',0.015,-0.096,81.100,18.625,7.325,0.516,29.583,-0.537
'[23:18:13.782 12/03/1996]',0.015,-0.095,81.100,18.625,7.325,0.516,29.583,-0.537
'[23:18:13.784 12/03/1996]',0.015,-0.096,80.450,18.225,7.213,0.497,29.600,-0.536
'[23:18:13.786 12/03/1996]',0.014,-0.097,80.450,18.225,7.213,0.497,29.600,-0.536
'[23:18:13.788 12/03/1996]',0.015,-0.100,80.450,18.225,7.213,0.497,29.600,-0.536
'[23:18:13.790 12/03/1996]',0.015,-0.103,80.450,18.225,7.213,0.497,29.600,-0.536
'[23:18:13.792 12/03/1996]',0.017,-0.104,79.800,17.975,7.037,0.475,29.617,-0.534
'[23:18:13.794 12/03/1996]',0.018,-0.105,79.800,17.975,7.037,0.475,29.617,-0.534
'[23:18:13.796 12/03/1996]',0.021,-0.104,79.800,17.975,7.037,0.475,29.617,-0.534
'[23:18:13.798 12/03/1996]',0.024,-0.103,79.800,17.975,7.037,0.475,29.617,-0.534
'[23:18:13.800 12/03/1996]',0.027,-0.100,79.200,17.875,6.800,0.445,29.583,-0.533
'[23:18:13.802 12/03/1996]',0.030,-0.097,79.200,17.875,6.800,0.445,29.583,-0.533
'[23:18:13.804 12/03/1996]',0.035,-0.096,79.200,17.875,6.800,0.445,29.583,-0.533
'[23:18:13.806 12/03/1996]',0.039,-0.094,79.200,17.875,6.800,0.445,29.583,-0.533
'[23:18:13.808 12/03/1996]',0.043,-0.095,78.600,17.800,6.562,0.414,29.583,-0.532
'[23:18:13.810 12/03/1996]',0.048,-0.096,78.600,17.800,6.562,0.414,29.583,-0.532
'[23:18:13.812 12/03/1996]',0.051,-0.100,78.600,17.800,6.562,0.414,29.583,-0.532
'[23:18:13.814 12/03/1996]',0.055,-0.104,78.600,17.800,6.562,0.414,29.583,-0.532
'[23:18:13.816 12/03/1996]',0.056,-0.108,78.100,17.750,6.388,0.381,29.583,-0.531
'[23:18:13.818 12/03/1996]',0.056,-0.113,78.100,17.750,6.388,0.381,29.583,-0.531
'[23:18:13.820 12/03/1996]',0.054,-0.117,78.100,17.750,6.388,0.381,29.583,-0.531
'[23:18:13.822 12/03/1996]',0.053,-0.120,78.100,17.750,6.388,0.381,29.583,-0.531
'[23:18:13.824 12/03/1996]',0.050,-0.122,77.550,17.700,6.150,0.346,29.583,-0.530
'[23:18:13.826 12/03/1996]',0.046,-0.124,77.550,17.700,6.150,0.346,29.583,-0.530
'[23:18:13.828 12/03/1996]',0.040,-0.127,77.550,17.700,6.150,0.346,29.583,-0.530
'[23:18:13.830 12/03/1996]',0.034,-0.129,77.550,17.700,6.150,0.346,29.583,-0.530
'[23:18:13.832 12/03/1996]',0.029,-0.134,77.150,17.625,5.925,0.310,29.583,-0.529
'[23:18:13.834 12/03/1996]',0.023,-0.139,77.150,17.625,5.925,0.310,29.583,-0.529
'[23:18:13.836 12/03/1996]',0.018,-0.146,77.150,17.625,5.925,0.310,29.583,-0.529
'[23:18:13.838 12/03/1996]',0.013,-0.153,77.150,17.625,5.925,0.310,29.583,-0.529
'[23:18:13.840 12/03/1996]',0.009,-0.161,76.700,17.700,5.688,0.274,29.583,-0.528
