'Time and date','I','aVL','ABP','PAP','CVP','PLETH','CO2'
'[16:40:05.956 01/04/1996]',0.035,0.031,96.650,57.348,41.212,-0.064,46.000
'[16:40:05.958 01/04/1996]',0.036,0.041,96.650,57.348,41.212,-0.064,46.000
'[16:40:05.960 01/04/1996]',0.039,0.031,97.000,57.248,41.025,-0.067,46.083
'[16:40:05.962 01/04/1996]',0.041,0.021,97.000,57.248,41.025,-0.067,46.083
'[16:40:05.964 01/04/1996]',0.044,0.021,97.000,57.248,41.025,-0.067,46.083
'[16:40:05.966 01/04/1996]',0.047,0.021,97.000,57.248,41.025,-0.067,46.083
'[16:40:05.968 01/04/1996]',0.051,0.021,98.200,57.773,40.850,-0.067,46.183
'[16:40:05.970 01/04/1996]',0.055,0.031,98.200,57.773,40.850,-0.067,46.183
'[16:40:05.972 01/04/1996]',0.058,0.031,98.200,57.773,40.850,-0.067,46.183
'[16:40:05.974 01/04/1996]',0.062,0.031,98.200,57.773,40.850,-0.067,46.183
'[16:40:05.976 01/04/1996]',0.065,0.031,100.800,58.774,40.850,-0.070,46.283
'[16:40:05.978 01/04/1996]',0.068,0.041,100.800,58.774,40.850,-0.070,46.283
'[16:40:05.980 01/04/1996]',0.070,0.031,100.800,58.774,40.850,-0.070,46.283
'[16:40:05.982 01/04/1996]',0.073,0.041,100.800,58.774,40.850,-0.070,46.283
'[16:40:05.984 01/04/1996]',0.075,0.031,105.200,59.875,40.913,-0.067,46.383
'[16:40:05.986 01/04/1996]',0.077,0.031,105.200,59.875,40.913,-0.067,46.383
'[16:40:05.988 01/04/1996]',0.079,0.031,105.200,59.875,40.913,-0.067,46.383
'[16:40:05.990 01/04/1996]',0.081,0.041,105.200,59.875,40.913,-0.067,46.383
'[16:40:05.992 01/04/1996]',0.084,0.051,111.150,60.650,41.150,-0.067,46.350
'[16:40:05.994 01/04/1996]',0.086,0.051,111.150,60.650,41.150,-0.067,46.350
'[16:40:05.996 01/04/1996]',0.090,0.051,111.150,60.650,41.150,-0.067,46.350
'[16:40:05.998 01/04/1996]',0.093,0.051,111.150,60.650,41.150,-0.067,46.350
'[16:40:06.000 01/04/1996]',0.097,0.051,118.050,60.751,41.438,-0.061,46.350
'[16:40:06.002 01/04/1996]',0.101,0.041,118.050,60.751,41.438,-0.061,46.350
'[16:40:06.004 01/04/1996]',0.107,0.041,118.050,60.751,41.438,-0.061,46.350
'[16:40:06.006 01/04/1996]',0.112,0.051,118.050,60.751,41.438,-0.061,46.350
'[16:40:06.008 01/04/1996]',0.117,0.051,125.050,60.300,41.675,-0.052,46.350
'[16:40:06.010 01/04/1996]',0.122,0.061,125.050,60.300,41.675,-0.052,46.350
'[16:40:06.012 01/04/1996]',0.125,0.051,125.050,60.300,41.675,-0.052,46.350
'[16:40:06.014 01/04/1996]',0.128,0.051,125.050,60.300,41.675,-0.052,46.350
'[16:40:06.016 01/04/1996]',0.130,0.051,131.650,59.399,41.737,-0.041,46.350
'[16:40:06.018 01/04/1996]',0.132,0.051,131.650,59.399,41.737,-0.041,46.350
'[16:40:06.020 01/04/1996]',0.134,0.071,131.650,59.399,41.737,-0.041,46.350
'[16:40:06.022 01/04/1996]',0.135,0.071,131.650,59.399,41.737,-0.041,46.350
'[16:40:06.024 01/04/1996]',0.136,0.071,137.050,58.524,41.675,-0.026,46.433
'[16:40:06.026 01/04/1996]',0.137,0.082,137.050,58.524,41.675,-0.026,46.433
'[16:40:06.028 01/04/1996]',0.138,0.092,137.050,58.524,41.675,-0.026,46.433
'[16:40:06.030 01/04/1996]',0.139,0.102,137.050,58.524,41.675,-0.026,46.433
'[16:40:06.032 01/04/1996]',0.139,0.102,140.900,57.773,41.438,-0.009,46.517
'[16:40:06.034 01/04/1996]',0.139,0.092,140.900,57.773,41.438,-0.009,46.517
'[16:40:06.036 01/04/1996]',0.138,0.092,140.900,57.773,41.438,-0.009,46.517
'[16:40:06.038 01/04/1996]',0.138,0.092,140.900,57.773,41.438,-0.009,46.517
'[16:40:06.040 01/04/1996]',0.136,0.092,142.750,57.298,41.212,0.009,46.600
'[16:40:06.042 01/04/1996]',0.134,0.092,142.750,57.298,41.212,0.009,46.600
'[16:40:06.044 01/04/1996]',0.129,0.082,142.750,57.298,41.212,0.009,46.600
'[16:40:06.046 01/04/1996]',0.125,0.071,142.750,57.298,41.212,0.009,46.600
'[16:40:06.048 01/04/1996]',0.120,0.082,142.700,57.073,40.913,0.033,46.683
'[16:40:06.050 01/04/1996]',0.115,0.071,142.700,57.073,40.913,0.033,46.683
'[16:40:06.052 01/04/1996]',0.111,0.071,142.700,57.073,40.913,0.033,46.683
'[16:40:06.054 01/04/1996]',0.106,0.071,142.700,57.073,40.913,0.033,46.683
'[16:40:06.056 01/04/1996]',0.102,0.071,140.900,56.822,40.675,0.047,46.700
'[16:40:06.058 01/04/1996]',0.098,0.071,140.900,56.822,40.675,0.047,46.700
'[16:40:06.060 01/04/1996]',0.095,0.071,140.900,56.822,40.675,0.047,46.700
'[16:40:06.062 01/04/1996]',0.091,0.071,140.900,56.822,40.675,0.047,46.700
'[16:40:06.064 01/04/1996]',0.089,0.061,137.650,56.422,40.450,0.061,46.750
'[16:40:06.066 01/04/1996]',0.086,0.061,137.650,56.422,40.450,0.061,46.750
'[16:40:06.068 01/04/1996]',0.084,0.071,137.650,56.422,40.450,0.061,46.750
'[16:40:06.070 01/04/1996]',0.082,0.061,137.650,56.422,40.450,0.061,46.750
'[16:40:06.072 01/04/1996]',0.078,0.071,133.450,55.897,40.212,0.076,46.800
'[16:40:06.074 01/04/1996]',0.075,0.061,133.450,55.897,40.212,0.076,46.800
'[16:40:06.076 01/04/1996]',0.070,0.061,133.450,55.897,40.212,0.076,46.800
'[16:40:06.078 01/04/1996]',0.065,0.061,133.450,55.897,40.212,0.076,46.800
'[16:40:06.080 01/04/1996]',0.060,0.051,128.650,55.296,40.087,0.082,46.850
'[16:40:06.082 01/04/1996]',0.055,0.041,128.650,55.296,40.087,0.082,46.850
'[16:40:06.084 01/04/1996]',0.050,0.041,128.650,55.296,40.087,0.082,46.850
'[16:40:06.086 01/04/1996]',0.044,0.041,128.650,55.296,40.087,0.082,46.850
'[16:40:06.088 01/04/1996]',0.038,0.041,123.800,54.595,40.150,0.085,46.900
'[16:40:06.090 01/04/1996]',0.032,0.041,123.800,54.595,40.150,0.085,46.900
'[16:40:06.092 01/04/1996]',0.027,0.031,123.800,54.595,40.150,0.085,46.900
'[16:40:06.094 01/04/1996]',0.022,0.031,123.800,54.595,40.150,0.085,46.900
'[16:40:06.096 01/04/1996]',0.018,0.021,119.100,53.845,40.388,0.085,46.950
'[16:40:06.098 01/04/1996]',0.014,0.021,119.100,53.845,40.388,0.085,46.950
'[16:40:06.100 01/04/1996]',0.010,0.011,119.100,53.845,40.388,0.085,46.950
'[16:40:06.102 01/04/1996]',0.006,0.011,119.100,53.845,40.388,0.085,46.950
'[16:40:06.104 01/04/1996]',0.002,0.011,114.600,53.069,40.800,0.079,47.000
'[16:40:06.106 01/04/1996]',-0.001,0.001,114.600,53.069,40.800,0.079,47.000
'[16:40:06.108 01/04/1996]',-0.003,0.001,114.600,53.069,40.800,0.079,47.000
'[16:40:06.110 01/04/1996]',-0.005,0.001,114.600,53.069,40.800,0.079,47.000
'[16:40:06.112 01/04/1996]',-0.006,0.001,110.350,52.243,41.212,0.073,47.050
'[16:40:06.114 01/04/1996]',-0.007,0.001,110.350,52.243,41.212,0.073,47.050
'[16:40:06.116 01/04/1996]',-0.007,0.001,110.350,52.243,41.212,0.073,47.050
'[16:40:06.118 01/04/1996]',-0.006,0.001,110.350,52.243,41.212,0.073,47.050
'[16:40:06.120 01/04/1996]',-0.005,0.001,106.300,51.443,41.612,0.065,47.017
'[16:40:06.122 01/04/1996]',-0.003,-0.009,106.300,51.443,41.612,0.065,47.017
'[16:40:06.124 01/04/1996]',-0.002,0.001,106.300,51.443,41.612,0.065,47.017
'[16:40:06.126 01/04/1996]',0.000,0.001,106.300,51.443,41.612,0.065,47.017
'[16:40:06.128 01/04/1996]',0.001,0.001,102.650,50.617,41.962,0.056,47.017
'[16:40:06.130 01/04/1996]',0.001,0.001,102.650,50.617,41.962,0.056,47.017
'[16:40:06.132 01/04/1996]',0.001,0.001,102.650,50.617,41.962,0.056,47.017
'[16:40:06.134 01/04/1996]',0.000,0.001,102.650,50.617,41.962,0.056,47.017
'[16:40:06.136 01/04/1996]',-0.002,0.001,99.400,49.741,42.200,0.050,47.017
'[16:40:06.138 01/04/1996]',-0.003,0.001,99.400,49.741,42.200,0.050,47.017
'[16:40:06.140 01/04/1996]',-0.005,0.001,99.400,49.741,42.200,0.050,47.017
'[16:40:06.142 01/04/1996]',-0.006,0.001,99.400,49.741,42.200,0.050,47.017
'[16:40:06.144 01/04/1996]',-0.008,0.011,96.650,49.216,42.263,0.044,47.017
'[16:40:06.146 01/04/1996]',-0.009,0.001,96.650,49.216,42.263,0.044,47.017
'[16:40:06.148 01/04/1996]',-0.010,0.001,96.650,49.216,42.263,0.044,47.017
'[16:40:06.150 01/04/1996]',-0.010,0.001,96.650,49.216,42.263,0.044,47.017
'[16:40:06.152 01/04/1996]',-0.011,0.001,94.450,49.566,42.150,0.038,46.983
'[16:40:06.154 01/04/1996]',-0.011,-0.009,94.450,49.566,42.150,0.038,46.983
'[16:40:06.156 01/04/1996]',-0.010,-0.009,94.450,49.566,42.150,0.038,46.983
'[16:40:06.158 01/04/1996]',-0.009,-0.009,94.450,49.566,42.150,0.038,46.983
'[16:40:06.160 01/04/1996]',-0.009,0.001,92.900,51.443,41.913,0.033,46.950
'[16:40:06.162 01/04/1996]',-0.008,0.001,92.900,51.443,41.913,0.033,46.950
'[16:40:06.164 01/04/1996]',-0.007,-0.009,92.900,51.443,41.913,0.033,46.950
'[16:40:06.166 01/04/1996]',-0.007,-0.009,92.900,51.443,41.913,0.033,46.950
'[16:40:06.168 01/04/1996]',-0.007,-0.019,92.150,54.370,41.737,0.029,46.917
'[16:40:06.170 01/04/1996]',-0.007,-0.009,92.150,54.370,41.737,0.029,46.917
'[16:40:06.172 01/04/1996]',-0.007,-0.009,92.150,54.370,41.737,0.029,46.917
'[16:40:06.174 01/04/1996]',-0.007,-0.009,92.150,54.370,41.737,0.029,46.917
'[16:40:06.176 01/04/1996]',-0.008,0.001,92.450,57.173,41.612,0.024,46.883
'[16:40:06.178 01/04/1996]',-0.008,-0.009,92.450,57.173,41.612,0.024,46.883
'[16:40:06.180 01/04/1996]',-0.007,-0.009,92.450,57.173,41.612,0.024,46.883
'[16:40:06.182 01/04/1996]',-0.006,-0.009,92.450,57.173,41.612,0.024,46.883
'[16:40:06.184 01/04/1996]',-0.004,-0.009,93.800,58.774,41.612,0.018,46.850
'[16:40:06.186 01/04/1996]',-0.002,-0.009,93.800,58.774,41.612,0.018,46.850
'[16:40:06.188 01/04/1996]',0.002,0.001,93.800,58.774,41.612,0.018,46.850
'[16:40:06.190 01/04/1996]',0.006,0.001,93.800,58.774,41.612,0.018,46.850
'[16:40:06.192 01/04/1996]',0.010,0.001,96.300,58.524,41.675,0.015,46.833
'[16:40:06.194 01/04/1996]',0.014,0.001,96.300,58.524,41.675,0.015,46.833
'[16:40:06.196 01/04/1996]',0.016,0.001,96.300,58.524,41.675,0.015,46.833
'[16:40:06.198 01/04/1996]',0.018,0.001,96.300,58.524,41.675,0.015,46.833
'[16:40:06.200 01/04/1996]',0.017,0.001,99.750,56.722,41.850,0.009,46.817
'[16:40:06.202 01/04/1996]',0.016,0.001,99.750,56.722,41.850,0.009,46.817
'[16:40:06.204 01/04/1996]',0.012,0.001,99.750,56.722,41.850,0.009,46.817
'[16:40:06.206 01/04/1996]',0.008,0.001,99.750,56.722,41.850,0.009,46.817
'[16:40:06.208 01/04/1996]',0.004,0.001,103.800,54.195,42.025,0.000,46.800
'[16:40:06.210 01/04/1996]',0.001,-0.019,103.800,54.195,42.025,0.000,46.800
'[16:40:06.212 01/04/1996]',-0.002,-0.019,103.800,54.195,42.025,0.000,46.800
'[16:40:06.214 01/04/1996]',-0.004,-0.040,103.800,54.195,42.025,0.000,46.800
'[16:40:06.216 01/04/1996]',-0.004,-0.050,107.900,51.718,42.087,-0.005,46.750
'[16:40:06.218 01/04/1996]',-0.004,-0.050,107.900,51.718,42.087,-0.005,46.750
'[16:40:06.220 01/04/1996]',-0.002,-0.040,107.900,51.718,42.087,-0.005,46.750
'[16:40:06.222 01/04/1996]',0.000,-0.029,107.900,51.718,42.087,-0.005,46.750
'[16:40:06.224 01/04/1996]',0.001,-0.019,111.650,49.967,42.150,-0.011,46.717
'[16:40:06.226 01/04/1996]',0.002,-0.019,111.650,49.967,42.150,-0.011,46.717
'[16:40:06.228 01/04/1996]',0.001,-0.009,111.650,49.967,42.150,-0.011,46.717
'[16:40:06.230 01/04/1996]',-0.001,0.001,111.650,49.967,42.150,-0.011,46.717
'[16:40:06.232 01/04/1996]',-0.005,0.001,114.600,48.916,42.087,-0.011,46.683
'[16:40:06.234 01/04/1996]',-0.009,0.001,114.600,48.916,42.087,-0.011,46.683
'[16:40:06.236 01/04/1996]',-0.014,-0.019,114.600,48.916,42.087,-0.011,46.683
'[16:40:06.238 01/04/1996]',-0.018,-0.019,114.600,48.916,42.087,-0.011,46.683
'[16:40:06.240 01/04/1996]',-0.021,-0.019,116.650,48.265,41.962,-0.015,46.650
'[16:40:06.242 01/04/1996]',-0.024,-0.029,116.650,48.265,41.962,-0.015,46.650
'[16:40:06.244 01/04/1996]',-0.025,-0.029,116.650,48.265,41.962,-0.015,46.650
'[16:40:06.246 01/04/1996]',-0.025,-0.019,116.650,48.265,41.962,-0.015,46.650
'[16:40:06.248 01/04/1996]',-0.025,-0.029,117.700,47.439,41.788,-0.011,46.667
'[16:40:06.250 01/04/1996]',-0.025,-0.019,117.700,47.439,41.788,-0.011,46.667
'[16:40:06.252 01/04/1996]',-0.025,-0.019,117.700,47.439,41.788,-0.011,46.667
'[16:40:06.254 01/04/1996]',-0.026,-0.019,117.700,47.439,41.788,-0.011,46.667
'[16:40:06.256 01/04/1996]',-0.027,-0.019,117.700,46.339,41.562,-0.011,46.683
'[16:40:06.258 01/04/1996]',-0.029,-0.009,117.700,46.339,41.562,-0.011,46.683
'[16:40:06.260 01/04/1996]',-0.030,-0.019,117.700,46.339,41.562,-0.011,46.683
'[16:40:06.262 01/04/1996]',-0.032,-0.019,117.700,46.339,41.562,-0.011,46.683
'[16:40:06.264 01/04/1996]',-0.034,-0.019,116.650,44.687,41.263,-0.005,46.700
'[16:40:06.266 01/04/1996]',-0.035,-0.019,116.650,44.687,41.263,-0.005,46.700
'[16:40:06.268 01/04/1996]',-0.037,-0.019,116.650,44.687,41.263,-0.005,46.700
'[16:40:06.270 01/04/1996]',-0.039,-0.019,116.650,44.687,41.263,-0.005,46.700
'[16:40:06.272 01/04/1996]',-0.042,-0.009,114.800,42.686,40.913,0.000,46.717
'[16:40:06.274 01/04/1996]',-0.045,-0.019,114.800,42.686,40.913,0.000,46.717
'[16:40:06.276 01/04/1996]',-0.049,-0.019,114.800,42.686,40.913,0.000,46.717
'[16:40:06.278 01/04/1996]',-0.052,-0.019,114.800,42.686,40.913,0.000,46.717
'[16:40:06.280 01/04/1996]',-0.055,-0.019,112.300,40.409,40.325,0.006,46.767
'[16:40:06.282 01/04/1996]',-0.058,-0.029,112.300,40.409,40.325,0.006,46.767
'[16:40:06.284 01/04/1996]',-0.060,-0.040,112.300,40.409,40.325,0.006,46.767
'[16:40:06.286 01/04/1996]',-0.062,-0.040,112.300,40.409,40.325,0.006,46.767
'[16:40:06.288 01/04/1996]',-0.062,-0.040,109.350,38.132,39.513,0.015,46.833
'[16:40:06.290 01/04/1996]',-0.063,-0.029,109.350,38.132,39.513,0.015,46.833
'[16:40:06.292 01/04/1996]',-0.063,-0.029,109.350,38.132,39.513,0.015,46.833
'[16:40:06.294 01/04/1996]',-0.063,-0.029,109.350,38.132,39.513,0.015,46.833
'[16:40:06.296 01/04/1996]',-0.063,-0.040,106.250,36.130,38.450,0.018,46.900
'[16:40:06.298 01/04/1996]',-0.063,-0.029,106.250,36.130,38.450,0.018,46.900
'[16:40:06.300 01/04/1996]',-0.063,-0.040,106.250,36.130,38.450,0.018,46.900
'[16:40:06.302 01/04/1996]',-0.063,-0.040,106.250,36.130,38.450,0.018,46.900
'[16:40:06.304 01/04/1996]',-0.063,-0.029,103.450,34.729,37.275,0.024,46.967
'[16:40:06.306 01/04/1996]',-0.063,-0.040,103.450,34.729,37.275,0.024,46.967
'[16:40:06.308 01/04/1996]',-0.064,-0.040,103.450,34.729,37.275,0.024,46.967
'[16:40:06.310 01/04/1996]',-0.064,-0.040,103.450,34.729,37.275,0.024,46.967
'[16:40:06.312 01/04/1996]',-0.063,-0.050,101.100,33.728,35.987,0.029,47.033
'[16:40:06.314 01/04/1996]',-0.063,-0.050,101.100,33.728,35.987,0.029,47.033
'[16:40:06.316 01/04/1996]',-0.061,-0.050,101.100,33.728,35.987,0.029,47.033
'[16:40:06.318 01/04/1996]',-0.059,-0.040,101.100,33.728,35.987,0.029,47.033
'[16:40:06.320 01/04/1996]',-0.054,-0.029,98.950,32.902,34.700,0.033,47.100
'[16:40:06.322 01/04/1996]',-0.049,-0.019,98.950,32.902,34.700,0.033,47.100
'[16:40:06.324 01/04/1996]',-0.038,-0.019,98.950,32.902,34.700,0.033,47.100
'[16:40:06.326 01/04/1996]',-0.027,0.001,98.950,32.902,34.700,0.033,47.100
'[16:40:06.328 01/04/1996]',-0.007,0.001,96.250,31.852,33.475,0.035,47.167
'[16:40:06.330 01/04/1996]',0.012,0.001,96.250,31.852,33.475,0.035,47.167
'[16:40:06.332 01/04/1996]',0.043,0.001,96.250,31.852,33.475,0.035,47.167
'[16:40:06.334 01/04/1996]',0.073,0.021,96.250,31.852,33.475,0.035,47.167
'[16:40:06.336 01/04/1996]',0.109,0.051,93.100,30.375,32.300,0.033,47.233
'[16:40:06.338 01/04/1996]',0.145,0.071,93.100,30.375,32.300,0.033,47.233
'[16:40:06.340 01/04/1996]',0.176,0.122,93.100,30.375,32.300,0.033,47.233
'[16:40:06.342 01/04/1996]',0.207,0.193,93.100,30.375,32.300,0.033,47.233
'[16:40:06.344 01/04/1996]',0.221,0.253,90.200,28.574,31.250,0.033,47.267
'[16:40:06.346 01/04/1996]',0.235,0.304,90.200,28.574,31.250,0.033,47.267
'[16:40:06.348 01/04/1996]',0.225,0.344,90.200,28.574,31.250,0.033,47.267
'[16:40:06.350 01/04/1996]',0.215,0.364,90.200,28.574,31.250,0.033,47.267
'[16:40:06.352 01/04/1996]',0.183,0.354,88.200,26.797,30.188,0.024,47.333
'[16:40:06.354 01/04/1996]',0.152,0.324,88.200,26.797,30.188,0.024,47.333
'[16:40:06.356 01/04/1996]',0.109,0.284,88.200,26.797,30.188,0.024,47.333
'[16:40:06.358 01/04/1996]',0.067,0.223,88.200,26.797,30.188,0.024,47.333
'[16:40:06.360 01/04/1996]',0.028,0.142,86.650,25.521,29.200,0.018,47.400
'[16:40:06.362 01/04/1996]',-0.010,0.051,86.650,25.521,29.200,0.018,47.400
'[16:40:06.364 01/04/1996]',-0.038,-0.019,86.650,25.521,29.200,0.018,47.400
'[16:40:06.366 01/04/1996]',-0.065,-0.080,86.650,25.521,29.200,0.018,47.400
'[16:40:06.368 01/04/1996]',-0.083,-0.111,85.000,24.696,28.200,0.009,47.467
'[16:40:06.370 01/04/1996]',-0.100,-0.121,85.000,24.696,28.200,0.009,47.467
'[16:40:06.372 01/04/1996]',-0.113,-0.121,85.000,24.696,28.200,0.009,47.467
'[16:40:06.374 01/04/1996]',-0.126,-0.100,85.000,24.696,28.200,0.009,47.467
'[16:40:06.376 01/04/1996]',-0.141,-0.080,83.100,24.270,27.262,0.000,47.533
'[16:40:06.378 01/04/1996]',-0.156,-0.070,83.100,24.270,27.262,0.000,47.533
'[16:40:06.380 01/04/1996]',-0.176,-0.070,83.100,24.270,27.262,0.000,47.533
'[16:40:06.382 01/04/1996]',-0.196,-0.080,83.100,24.270,27.262,0.000,47.533
'[16:40:06.384 01/04/1996]',-0.219,-0.100,81.500,23.920,26.387,-0.015,47.617
'[16:40:06.386 01/04/1996]',-0.241,-0.121,81.500,23.920,26.387,-0.015,47.617
'[16:40:06.388 01/04/1996]',-0.262,-0.121,81.500,23.920,26.387,-0.015,47.617
'[16:40:06.390 01/04/1996]',-0.284,-0.151,81.500,23.920,26.387,-0.015,47.617
'[16:40:06.392 01/04/1996]',-0.301,-0.161,80.150,23.470,25.562,-0.023,47.700
'[16:40:06.394 01/04/1996]',-0.319,-0.181,80.150,23.470,25.562,-0.023,47.700
'[16:40:06.396 01/04/1996]',-0.330,-0.201,80.150,23.470,25.562,-0.023,47.700
'[16:40:06.398 01/04/1996]',-0.342,-0.211,80.150,23.470,25.562,-0.023,47.700
'[16:40:06.400 01/04/1996]',-0.349,-0.232,79.100,22.819,24.738,-0.032,47.783
'[16:40:06.402 01/04/1996]',-0.355,-0.252,79.100,22.819,24.738,-0.032,47.783
'[16:40:06.404 01/04/1996]',-0.354,-0.252,79.100,22.819,24.738,-0.032,47.783
'[16:40:06.406 01/04/1996]',-0.353,-0.252,79.100,22.819,24.738,-0.032,47.783
'[16:40:06.408 01/04/1996]',-0.345,-0.252,78.150,21.993,23.925,-0.041,47.833
'[16:40:06.410 01/04/1996]',-0.336,-0.252,78.150,21.993,23.925,-0.041,47.833
'[16:40:06.412 01/04/1996]',-0.318,-0.252,78.150,21.993,23.925,-0.041,47.833
'[16:40:06.414 01/04/1996]',-0.300,-0.252,78.150,21.993,23.925,-0.041,47.833
'[16:40:06.416 01/04/1996]',-0.276,-0.232,77.200,21.068,23.038,-0.043,47.883
'[16:40:06.418 01/04/1996]',-0.251,-0.222,77.200,21.068,23.038,-0.043,47.883
'[16:40:06.420 01/04/1996]',-0.222,-0.201,77.200,21.068,23.038,-0.043,47.883
'[16:40:06.422 01/04/1996]',-0.193,-0.171,77.200,21.068,23.038,-0.043,47.883
'[16:40:06.424 01/04/1996]',-0.165,-0.151,76.300,20.167,22.163,-0.038,47.933
'[16:40:06.426 01/04/1996]',-0.136,-0.121,76.300,20.167,22.163,-0.038,47.933
'[16:40:06.428 01/04/1996]',-0.111,-0.100,76.300,20.167,22.163,-0.038,47.933
'[16:40:06.430 01/04/1996]',-0.085,-0.080,76.300,20.167,22.163,-0.038,47.933
'[16:40:06.432 01/04/1996]',-0.065,-0.060,75.700,19.591,21.337,-0.032,47.983
'[16:40:06.434 01/04/1996]',-0.045,-0.040,75.700,19.591,21.337,-0.032,47.983
'[16:40:06.436 01/04/1996]',-0.029,-0.019,75.700,19.591,21.337,-0.032,47.983
'[16:40:06.438 01/04/1996]',-0.014,0.001,75.700,19.591,21.337,-0.032,47.983
'[16:40:06.440 01/04/1996]',-0.004,0.001,75.200,19.641,20.637,-0.023,48.000
'[16:40:06.442 01/04/1996]',0.006,0.021,75.200,19.641,20.637,-0.023,48.000
'[16:40:06.444 01/04/1996]',0.011,0.021,75.200,19.641,20.637,-0.023,48.000
'[16:40:06.446 01/04/1996]',0.017,0.021,75.200,19.641,20.637,-0.023,48.000
'[16:40:06.448 01/04/1996]',0.021,0.021,74.900,20.417,20.050,-0.005,48.017
'[16:40:06.450 01/04/1996]',0.024,0.021,74.900,20.417,20.050,-0.005,48.017
'[16:40:06.452 01/04/1996]',0.027,0.021,74.900,20.417,20.050,-0.005,48.017
'[16:40:06.454 01/04/1996]',0.029,0.021,74.900,20.417,20.050,-0.005,48.017
'[16:40:06.456 01/04/1996]',0.030,0.031,74.600,21.818,19.587,0.009,48.033
'[16:40:06.458 01/04/1996]',0.031,0.041,74.600,21.818,19.587,0.009,48.033
'[16:40:06.460 01/04/1996]',0.032,0.031,74.600,21.818,19.587,0.009,48.033
'[16:40:06.462 01/04/1996]',0.032,0.031,74.600,21.818,19.587,0.009,48.033
'[16:40:06.464 01/04/1996]',0.032,0.031,74.400,23.470,19.175,0.035,48.050
'[16:40:06.466 01/04/1996]',0.033,0.021,74.400,23.470,19.175,0.035,48.050
'[16:40:06.468 01/04/1996]',0.033,0.031,74.400,23.470,19.175,0.035,48.050
'[16:40:06.470 01/04/1996]',0.034,0.021,74.400,23.470,19.175,0.035,48.050
'[16:40:06.472 01/04/1996]',0.034,0.021,74.150,25.221,18.825,0.059,48.017
'[16:40:06.474 01/04/1996]',0.034,0.021,74.150,25.221,18.825,0.059,48.017
'[16:40:06.476 01/04/1996]',0.034,0.021,74.150,25.221,18.825,0.059,48.017
'[16:40:06.478 01/04/1996]',0.033,0.021,74.150,25.221,18.825,0.059,48.017
'[16:40:06.480 01/04/1996]',0.033,0.021,74.000,27.323,18.525,0.079,47.983
'[16:40:06.482 01/04/1996]',0.033,0.031,74.000,27.323,18.525,0.079,47.983
'[16:40:06.484 01/04/1996]',0.033,0.031,74.000,27.323,18.525,0.079,47.983
'[16:40:06.486 01/04/1996]',0.034,0.021,74.000,27.323,18.525,0.079,47.983
'[16:40:06.488 01/04/1996]',0.035,0.021,73.900,29.675,18.300,0.105,47.950
'[16:40:06.490 01/04/1996]',0.035,0.021,73.900,29.675,18.300,0.105,47.950
'[16:40:06.492 01/04/1996]',0.037,0.021,73.900,29.675,18.300,0.105,47.950
'[16:40:06.494 01/04/1996]',0.038,0.021,73.900,29.675,18.300,0.105,47.950
'[16:40:06.496 01/04/1996]',0.041,0.031,74.000,31.852,18.062,0.129,47.917
'[16:40:06.498 01/04/1996]',0.043,0.021,74.000,31.852,18.062,0.129,47.917
'[16:40:06.500 01/04/1996]',0.046,0.021,74.000,31.852,18.062,0.129,47.917
'[16:40:06.502 01/04/1996]',0.048,0.021,74.000,31.852,18.062,0.129,47.917
'[16:40:06.504 01/04/1996]',0.052,0.021,74.000,32.727,17.950,0.146,47.933
'[16:40:06.506 01/04/1996]',0.055,0.021,74.000,32.727,17.950,0.146,47.933
'[16:40:06.508 01/04/1996]',0.058,0.031,74.000,32.727,17.950,0.146,47.933
'[16:40:06.510 01/04/1996]',0.062,0.031,74.000,32.727,17.950,0.146,47.933
'[16:40:06.512 01/04/1996]',0.065,0.041,73.850,31.601,17.887,0.161,47.967
'[16:40:06.514 01/04/1996]',0.068,0.041,73.850,31.601,17.887,0.161,47.967
'[16:40:06.516 01/04/1996]',0.070,0.041,73.850,31.601,17.887,0.161,47.967
'[16:40:06.518 01/04/1996]',0.072,0.051,73.850,31.601,17.887,0.161,47.967
'[16:40:06.520 01/04/1996]',0.072,0.051,73.850,29.199,17.950,0.175,48.000
'[16:40:06.522 01/04/1996]',0.072,0.051,73.850,29.199,17.950,0.175,48.000
'[16:40:06.524 01/04/1996]',0.070,0.051,73.850,29.199,17.950,0.175,48.000
'[16:40:06.526 01/04/1996]',0.068,0.051,73.850,29.199,17.950,0.175,48.000
'[16:40:06.528 01/04/1996]',0.066,0.051,74.200,27.048,17.950,0.184,48.033
'[16:40:06.530 01/04/1996]',0.064,0.031,74.200,27.048,17.950,0.184,48.033
'[16:40:06.532 01/04/1996]',0.063,0.021,74.200,27.048,17.950,0.184,48.033
'[16:40:06.534 01/04/1996]',0.063,0.021,74.200,27.048,17.950,0.184,48.033
'[16:40:06.536 01/04/1996]',0.064,0.021,75.350,25.696,17.825,0.190,48.067
'[16:40:06.538 01/04/1996]',0.065,0.021,75.350,25.696,17.825,0.190,48.067
'[16:40:06.540 01/04/1996]',0.068,0.021,75.350,25.696,17.825,0.190,48.067
'[16:40:06.542 01/04/1996]',0.071,0.021,75.350,25.696,17.825,0.190,48.067
'[16:40:06.544 01/04/1996]',0.074,0.011,77.550,24.996,17.587,0.190,48.100
'[16:40:06.546 01/04/1996]',0.077,0.021,77.550,24.996,17.587,0.190,48.100
