'Time and date','I','aVL','ABP','PAP','CVP','PLETH','CO2'
'[07:01:54.802 19/03/1996]',0.251,1.024,59.200,27.975,13.011,0.000,33.817
'[07:01:54.804 19/03/1996]',0.250,1.024,59.200,27.975,13.011,0.000,33.817
'[07:01:54.806 19/03/1996]',0.249,1.024,59.200,27.975,13.011,0.000,33.817
'[07:01:54.808 19/03/1996]',0.249,1.024,59.050,27.975,13.137,0.000,33.850
'[07:01:54.810 19/03/1996]',0.249,1.024,59.050,27.975,13.137,0.000,33.850
'[07:01:54.812 19/03/1996]',0.253,1.024,59.050,27.975,13.137,0.000,33.850
'[07:01:54.814 19/03/1996]',0.256,1.024,59.050,27.975,13.137,0.000,33.850
'[07:01:54.816 19/03/1996]',0.267,1.024,59.000,27.900,13.363,0.000,33.883
'[07:01:54.818 19/03/1996]',0.278,1.024,59.000,27.900,13.363,0.000,33.883
'[07:01:54.820 19/03/1996]',0.301,1.024,59.000,27.900,13.363,0.000,33.883
'[07:01:54.822 19/03/1996]',0.325,1.024,59.000,27.900,13.363,0.000,33.883
'[07:01:54.824 19/03/1996]',0.362,1.024,59.000,27.800,13.777,0.000,33.917
'[07:01:54.826 19/03/1996]',0.399,1.024,59.000,27.800,13.777,0.000,33.917
'[07:01:54.828 19/03/1996]',0.448,1.024,59.000,27.800,13.777,0.000,33.917
'[07:01:54.830 19/03/1996]',0.496,1.024,59.000,27.800,13.777,0.000,33.917
'[07:01:54.832 19/03/1996]',0.552,1.024,58.900,27.550,14.253,0.000,33.883
'[07:01:54.834 19/03/1996]',0.608,1.024,58.900,27.550,14.253,0.000,33.883
'[07:01:54.836 19/03/1996]',0.663,1.024,58.900,27.550,14.253,0.000,33.883
'[07:01:54.838 19/03/1996]',0.718,1.024,58.900,27.550,14.253,0.000,33.883
'[07:01:54.840 19/03/1996]',0.759,1.024,58.900,27.200,14.780,0.000,33.850
'[07:01:54.842 19/03/1996]',0.801,1.024,58.900,27.200,14.780,0.000,33.850
'[07:01:54.844 19/03/1996]',0.817,1.024,58.900,27.200,14.780,0.000,33.850
'[07:01:54.846 19/03/1996]',0.832,1.024,58.900,27.200,14.780,0.000,33.850
'[07:01:54.848 19/03/1996]',0.816,1.024,58.900,26.800,15.307,0.000,33.817
'[07:01:54.850 19/03/1996]',0.799,1.024,58.900,26.800,15.307,0.000,33.817
'[07:01:54.852 19/03/1996]',0.755,1.024,58.900,26.800,15.307,0.000,33.817
'[07:01:54.854 19/03/1996]',0.712,1.024,58.900,26.800,15.307,0.000,33.817
'[07:01:54.856 19/03/1996]',0.652,1.024,59.000,26.400,15.772,0.000,33.783
'[07:01:54.858 19/03/1996]',0.592,1.024,59.000,26.400,15.772,0.000,33.783
'[07:01:54.860 19/03/1996]',0.533,1.024,59.000,26.400,15.772,0.000,33.783
'[07:01:54.862 19/03/1996]',0.474,1.024,59.000,26.400,15.772,0.000,33.783
'[07:01:54.864 19/03/1996]',0.426,1.024,59.100,25.975,16.248,0.000,33.783
'[07:01:54.866 19/03/1996]',0.378,1.024,59.100,25.975,16.248,0.000,33.783
'[07:01:54.868 19/03/1996]',0.345,1.024,59.100,25.975,16.248,0.000,33.783
'[07:01:54.870 19/03/1996]',0.313,1.024,59.100,25.975,16.248,0.000,33.783
'[07:01:54.872 19/03/1996]',0.296,1.024,59.200,25.625,16.600,0.000,33.800
'[07:01:54.874 19/03/1996]',0.279,1.024,59.200,25.625,16.600,0.000,33.800
'[07:01:54.876 19/03/1996]',0.273,1.024,59.200,25.625,16.600,0.000,33.800
'[07:01:54.878 19/03/1996]',0.266,1.024,59.200,25.625,16.600,0.000,33.800
'[07:01:54.880 19/03/1996]',0.265,1.024,59.150,25.325,16.951,0.000,33.817
'[07:01:54.882 19/03/1996]',0.263,1.024,59.150,25.325,16.951,0.000,33.817
'[07:01:54.884 19/03/1996]',0.263,1.024,59.150,25.325,16.951,0.000,33.817
'[07:01:54.886 19/03/1996]',0.262,1.024,59.150,25.325,16.951,0.000,33.817
'[07:01:54.888 19/03/1996]',0.263,1.024,59.000,25.150,17.252,0.000,33.833
'[07:01:54.890 19/03/1996]',0.264,1.024,59.000,25.150,17.252,0.000,33.833
'[07:01:54.892 19/03/1996]',0.265,1.024,59.000,25.150,17.252,0.000,33.833
'[07:01:54.894 19/03/1996]',0.266,1.024,59.000,25.150,17.252,0.000,33.833
'[07:01:54.896 19/03/1996]',0.266,1.024,58.800,25.050,17.428,0.000,33.767
'[07:01:54.898 19/03/1996]',0.266,1.024,58.800,25.050,17.428,0.000,33.767
'[07:01:54.900 19/03/1996]',0.264,1.024,58.800,25.050,17.428,0.000,33.767
'[07:01:54.902 19/03/1996]',0.262,1.024,58.800,25.050,17.428,0.000,33.767
'[07:01:54.904 19/03/1996]',0.259,1.024,58.650,24.925,17.478,0.000,33.717
'[07:01:54.906 19/03/1996]',0.255,1.024,58.650,24.925,17.478,0.000,33.717
'[07:01:54.908 19/03/1996]',0.253,1.024,58.650,24.925,17.478,0.000,33.717
'[07:01:54.910 19/03/1996]',0.251,1.024,58.650,24.925,17.478,0.000,33.717
'[07:01:54.912 19/03/1996]',0.250,1.024,58.400,24.975,17.541,0.000,33.667
'[07:01:54.914 19/03/1996]',0.249,1.024,58.400,24.975,17.541,0.000,33.667
'[07:01:54.916 19/03/1996]',0.248,1.024,58.400,24.975,17.541,0.000,33.667
'[07:01:54.918 19/03/1996]',0.247,1.024,58.400,24.975,17.541,0.000,33.667
'[07:01:54.920 19/03/1996]',0.246,1.024,58.150,25.275,17.478,0.000,33.617
'[07:01:54.922 19/03/1996]',0.246,1.024,58.150,25.275,17.478,0.000,33.617
'[07:01:54.924 19/03/1996]',0.247,1.024,58.150,25.275,17.478,0.000,33.617
'[07:01:54.926 19/03/1996]',0.248,1.024,58.150,25.275,17.478,0.000,33.617
'[07:01:54.928 19/03/1996]',0.249,1.024,57.900,25.750,17.365,0.000,33.633
'[07:01:54.930 19/03/1996]',0.250,1.024,57.900,25.750,17.365,0.000,33.633
'[07:01:54.932 19/03/1996]',0.251,1.024,57.900,25.750,17.365,0.000,33.633
'[07:01:54.934 19/03/1996]',0.252,1.024,57.900,25.750,17.365,0.000,33.633
'[07:01:54.936 19/03/1996]',0.252,1.024,57.650,26.275,17.189,0.000,33.650
'[07:01:54.938 19/03/1996]',0.252,1.024,57.650,26.275,17.189,0.000,33.650
'[07:01:54.940 19/03/1996]',0.252,1.024,57.650,26.275,17.189,0.000,33.650
'[07:01:54.942 19/03/1996]',0.251,1.024,57.650,26.275,17.189,0.000,33.650
'[07:01:54.944 19/03/1996]',0.250,1.024,57.300,26.750,16.951,0.000,33.667
'[07:01:54.946 19/03/1996]',0.249,1.024,57.300,26.750,16.951,0.000,33.667
'[07:01:54.948 19/03/1996]',0.248,1.024,57.300,26.750,16.951,0.000,33.667
'[07:01:54.950 19/03/1996]',0.248,1.024,57.300,26.750,16.951,0.000,33.667
'[07:01:54.952 19/03/1996]',0.248,1.024,56.850,26.925,16.662,0.000,33.683
'[07:01:54.954 19/03/1996]',0.249,1.024,56.850,26.925,16.662,0.000,33.683
'[07:01:54.956 19/03/1996]',0.251,1.024,56.850,26.925,16.662,0.000,33.683
'[07:01:54.958 19/03/1996]',0.253,1.024,56.850,26.925,16.662,0.000,33.683
'[07:01:54.960 19/03/1996]',0.254,1.024,56.500,26.800,16.424,0.000,33.617
'[07:01:54.962 19/03/1996]',0.255,1.024,56.500,26.800,16.424,0.000,33.617
'[07:01:54.964 19/03/1996]',0.255,1.024,56.500,26.800,16.424,0.000,33.617
'[07:01:54.966 19/03/1996]',0.255,1.024,56.500,26.800,16.424,0.000,33.617
'[07:01:54.968 19/03/1996]',0.254,1.024,56.050,26.625,16.136,0.000,33.567
'[07:01:54.970 19/03/1996]',0.253,1.024,56.050,26.625,16.136,0.000,33.567
'[07:01:54.972 19/03/1996]',0.253,1.024,56.050,26.625,16.136,0.000,33.567
'[07:01:54.974 19/03/1996]',0.252,1.024,56.050,26.625,16.136,0.000,33.567
'[07:01:54.976 19/03/1996]',0.253,1.024,55.600,26.500,15.834,0.000,33.517
'[07:01:54.978 19/03/1996]',0.253,1.024,55.600,26.500,15.834,0.000,33.517
'[07:01:54.980 19/03/1996]',0.255,1.024,55.600,26.500,15.834,0.000,33.517
'[07:01:54.982 19/03/1996]',0.256,1.024,55.600,26.500,15.834,0.000,33.517
'[07:01:54.984 19/03/1996]',0.259,1.024,55.100,26.800,15.420,0.000,33.467
'[07:01:54.986 19/03/1996]',0.261,1.024,55.100,26.800,15.420,0.000,33.467
'[07:01:54.988 19/03/1996]',0.264,1.024,55.100,26.800,15.420,0.000,33.467
'[07:01:54.990 19/03/1996]',0.267,1.024,55.100,26.800,15.420,0.000,33.467
'[07:01:54.992 19/03/1996]',0.269,1.024,54.750,27.500,15.069,0.000,33.167
'[07:01:54.994 19/03/1996]',0.270,1.024,54.750,27.500,15.069,0.000,33.167
'[07:01:54.996 19/03/1996]',0.271,1.024,54.750,27.500,15.069,0.000,33.167
'[07:01:54.998 19/03/1996]',0.271,1.024,54.750,27.500,15.069,0.000,33.167
'[07:01:55.000 19/03/1996]',0.270,1.024,55.000,28.625,14.605,0.000,32.883
'[07:01:55.002 19/03/1996]',0.269,1.024,55.000,28.625,14.605,0.000,32.883
'[07:01:55.004 19/03/1996]',0.268,1.024,55.000,28.625,14.605,0.000,32.883
'[07:01:55.006 19/03/1996]',0.267,1.024,55.000,28.625,14.605,0.000,32.883
'[07:01:55.008 19/03/1996]',0.267,1.024,56.100,29.975,14.078,0.000,32.600
'[07:01:55.010 19/03/1996]',0.266,1.024,56.100,29.975,14.078,0.000,32.600
'[07:01:55.012 19/03/1996]',0.267,1.024,56.100,29.975,14.078,0.000,32.600
'[07:01:55.014 19/03/1996]',0.267,1.024,56.100,29.975,14.078,0.000,32.600
'[07:01:55.016 19/03/1996]',0.268,1.024,58.350,31.300,13.538,0.000,32.317
'[07:01:55.018 19/03/1996]',0.269,1.024,58.350,31.300,13.538,0.000,32.317
'[07:01:55.020 19/03/1996]',0.272,1.024,58.350,31.300,13.538,0.000,32.317
'[07:01:55.022 19/03/1996]',0.274,1.024,58.350,31.300,13.538,0.000,32.317
'[07:01:55.024 19/03/1996]',0.277,1.024,61.850,32.425,13.011,0.000,31.650
'[07:01:55.026 19/03/1996]',0.280,1.024,61.850,32.425,13.011,0.000,31.650
'[07:01:55.028 19/03/1996]',0.282,1.024,61.850,32.425,13.011,0.000,31.650
'[07:01:55.030 19/03/1996]',0.284,1.024,61.850,32.425,13.011,0.000,31.650
'[07:01:55.032 19/03/1996]',0.285,1.024,66.250,33.350,12.422,0.000,30.983
'[07:01:55.034 19/03/1996]',0.287,1.024,66.250,33.350,12.422,0.000,30.983
'[07:01:55.036 19/03/1996]',0.287,1.024,66.250,33.350,12.422,0.000,30.983
'[07:01:55.038 19/03/1996]',0.288,1.024,66.250,33.350,12.422,0.000,30.983
'[07:01:55.040 19/03/1996]',0.289,1.024,71.150,34.175,11.895,0.000,30.317
'[07:01:55.042 19/03/1996]',0.291,1.024,71.150,34.175,11.895,0.000,30.317
'[07:01:55.044 19/03/1996]',0.293,1.024,71.150,34.175,11.895,0.000,30.317
'[07:01:55.046 19/03/1996]',0.296,1.024,71.150,34.175,11.895,0.000,30.317
'[07:01:55.048 19/03/1996]',0.299,1.024,76.100,34.875,11.305,0.000,29.650
'[07:01:55.050 19/03/1996]',0.302,1.024,76.100,34.875,11.305,0.000,29.650
'[07:01:55.052 19/03/1996]',0.305,1.024,76.100,34.875,11.305,0.000,29.650
'[07:01:55.054 19/03/1996]',0.308,1.024,76.100,34.875,11.305,0.000,29.650
'[07:01:55.056 19/03/1996]',0.310,1.024,80.900,35.525,10.715,0.000,28.200
'[07:01:55.058 19/03/1996]',0.313,1.024,80.900,35.525,10.715,0.000,28.200
'[07:01:55.060 19/03/1996]',0.315,1.024,80.900,35.525,10.715,0.000,28.200
'[07:01:55.062 19/03/1996]',0.317,1.024,80.900,35.525,10.715,0.000,28.200
'[07:01:55.064 19/03/1996]',0.318,1.024,85.400,36.175,10.125,0.000,26.800
'[07:01:55.066 19/03/1996]',0.319,1.024,85.400,36.175,10.125,0.000,26.800
'[07:01:55.068 19/03/1996]',0.321,1.024,85.400,36.175,10.125,0.000,26.800
'[07:01:55.070 19/03/1996]',0.322,1.024,85.400,36.175,10.125,0.000,26.800
'[07:01:55.072 19/03/1996]',0.324,1.024,89.550,36.650,9.548,0.000,25.400
'[07:01:55.074 19/03/1996]',0.325,1.024,89.550,36.650,9.548,0.000,25.400
'[07:01:55.076 19/03/1996]',0.326,1.024,89.550,36.650,9.548,0.000,25.400
'[07:01:55.078 19/03/1996]',0.326,1.024,89.550,36.650,9.548,0.000,25.400
'[07:01:55.080 19/03/1996]',0.326,1.024,93.250,36.875,9.072,0.000,24.000
'[07:01:55.082 19/03/1996]',0.325,1.024,93.250,36.875,9.072,0.000,24.000
'[07:01:55.084 19/03/1996]',0.325,1.024,93.250,36.875,9.072,0.000,24.000
'[07:01:55.086 19/03/1996]',0.324,1.024,93.250,36.875,9.072,0.000,24.000
'[07:01:55.088 19/03/1996]',0.323,1.024,96.500,36.925,8.657,0.000,23.633
'[07:01:55.090 19/03/1996]',0.322,1.024,96.500,36.925,8.657,0.000,23.633
'[07:01:55.092 19/03/1996]',0.321,1.024,96.500,36.925,8.657,0.000,23.633
'[07:01:55.094 19/03/1996]',0.320,1.024,96.500,36.925,8.657,0.000,23.633
'[07:01:55.096 19/03/1996]',0.319,1.024,99.000,36.700,8.432,0.000,23.283
'[07:01:55.098 19/03/1996]',0.317,1.024,99.000,36.700,8.432,0.000,23.283
'[07:01:55.100 19/03/1996]',0.315,1.024,99.000,36.700,8.432,0.000,23.283
'[07:01:55.102 19/03/1996]',0.312,1.024,99.000,36.700,8.432,0.000,23.283
'[07:01:55.104 19/03/1996]',0.307,1.024,100.650,36.350,8.369,0.000,22.933
'[07:01:55.106 19/03/1996]',0.303,1.024,100.650,36.350,8.369,0.000,22.933
'[07:01:55.108 19/03/1996]',0.300,1.024,100.650,36.350,8.369,0.000,22.933
'[07:01:55.110 19/03/1996]',0.297,1.024,100.650,36.350,8.369,0.000,22.933
'[07:01:55.112 19/03/1996]',0.295,1.024,101.400,35.950,8.482,0.000,22.583
'[07:01:55.114 19/03/1996]',0.293,1.024,101.400,35.950,8.482,0.000,22.583
'[07:01:55.116 19/03/1996]',0.291,1.024,101.400,35.950,8.482,0.000,22.583
'[07:01:55.118 19/03/1996]',0.290,1.024,101.400,35.950,8.482,0.000,22.583
'[07:01:55.120 19/03/1996]',0.289,1.024,101.450,35.400,8.833,0.000,20.250
'[07:01:55.122 19/03/1996]',0.289,1.024,101.450,35.400,8.833,0.000,20.250
'[07:01:55.124 19/03/1996]',0.288,1.024,101.450,35.400,8.833,0.000,20.250
'[07:01:55.126 19/03/1996]',0.288,1.024,101.450,35.400,8.833,0.000,20.250
'[07:01:55.128 19/03/1996]',0.288,1.024,101.050,34.825,9.310,0.000,17.950
'[07:01:55.130 19/03/1996]',0.288,1.024,101.050,34.825,9.310,0.000,17.950
'[07:01:55.132 19/03/1996]',0.288,1.024,101.050,34.825,9.310,0.000,17.950
'[07:01:55.134 19/03/1996]',0.288,1.024,101.050,34.825,9.310,0.000,17.950
'[07:01:55.136 19/03/1996]',0.287,1.024,100.300,34.175,9.950,0.000,15.650
'[07:01:55.138 19/03/1996]',0.286,1.024,100.300,34.175,9.950,0.000,15.650
'[07:01:55.140 19/03/1996]',0.285,1.024,100.300,34.175,9.950,0.000,15.650
'[07:01:55.142 19/03/1996]',0.284,1.024,100.300,34.175,9.950,0.000,15.650
'[07:01:55.144 19/03/1996]',0.283,1.024,99.100,33.350,10.665,0.000,13.350
'[07:01:55.146 19/03/1996]',0.282,1.024,99.100,33.350,10.665,0.000,13.350
'[07:01:55.148 19/03/1996]',0.281,1.024,99.100,33.350,10.665,0.000,13.350
'[07:01:55.150 19/03/1996]',0.280,1.024,99.100,33.350,10.665,0.000,13.350
'[07:01:55.152 19/03/1996]',0.279,1.024,97.550,32.425,11.430,0.000,11.083
'[07:01:55.154 19/03/1996]',0.278,1.024,97.550,32.425,11.430,0.000,11.083
'[07:01:55.156 19/03/1996]',0.277,1.024,97.550,32.425,11.430,0.000,11.083
'[07:01:55.158 19/03/1996]',0.276,1.024,97.550,32.425,11.430,0.000,11.083
'[07:01:55.160 19/03/1996]',0.274,1.024,95.600,31.300,12.133,0.000,8.817
'[07:01:55.162 19/03/1996]',0.271,1.024,95.600,31.300,12.133,0.000,8.817
'[07:01:55.164 19/03/1996]',0.271,1.024,95.600,31.300,12.133,0.000,8.817
'[07:01:55.166 19/03/1996]',0.270,1.024,95.600,31.300,12.133,0.000,8.817
'[07:01:55.168 19/03/1996]',0.270,1.024,93.250,30.150,12.773,0.000,6.550
'[07:01:55.170 19/03/1996]',0.270,1.024,93.250,30.150,12.773,0.000,6.550
'[07:01:55.172 19/03/1996]',0.271,1.024,93.250,30.150,12.773,0.000,6.550
'[07:01:55.174 19/03/1996]',0.271,1.024,93.250,30.150,12.773,0.000,6.550
'[07:01:55.176 19/03/1996]',0.272,1.024,90.550,28.850,13.312,0.000,4.283
'[07:01:55.178 19/03/1996]',0.273,1.024,90.550,28.850,13.312,0.000,4.283
'[07:01:55.180 19/03/1996]',0.274,1.024,90.550,28.850,13.312,0.000,4.283
'[07:01:55.182 19/03/1996]',0.275,1.024,90.550,28.850,13.312,0.000,4.283
'[07:01:55.184 19/03/1996]',0.274,1.024,87.500,27.500,13.714,0.000,3.333
'[07:01:55.186 19/03/1996]',0.273,1.024,87.500,27.500,13.714,0.000,3.333
'[07:01:55.188 19/03/1996]',0.272,1.024,87.500,27.500,13.714,0.000,3.333
'[07:01:55.190 19/03/1996]',0.270,1.024,87.500,27.500,13.714,0.000,3.333
'[07:01:55.192 19/03/1996]',0.269,1.024,84.150,26.275,14.078,0.000,2.383
'[07:01:55.194 19/03/1996]',0.267,1.024,84.150,26.275,14.078,0.000,2.383
'[07:01:55.196 19/03/1996]',0.266,1.024,84.150,26.275,14.078,0.000,2.383
'[07:01:55.198 19/03/1996]',0.265,1.024,84.150,26.275,14.078,0.000,2.383
'[07:01:55.200 19/03/1996]',0.265,1.020,80.700,25.225,14.253,0.000,1.433
'[07:01:55.202 19/03/1996]',0.264,1.014,80.700,25.225,14.253,0.000,1.433
'[07:01:55.204 19/03/1996]',0.263,1.006,80.700,25.225,14.253,0.000,1.433
'[07:01:55.206 19/03/1996]',0.261,0.999,80.700,25.225,14.253,0.000,1.433
'[07:01:55.208 19/03/1996]',0.261,0.993,77.400,24.350,14.304,0.000,0.483
'[07:01:55.210 19/03/1996]',0.260,0.986,77.400,24.350,14.304,0.000,0.483
'[07:01:55.212 19/03/1996]',0.260,0.982,77.400,24.350,14.304,0.000,0.483
'[07:01:55.214 19/03/1996]',0.260,0.978,77.400,24.350,14.304,0.000,0.483
'[07:01:55.216 19/03/1996]',0.261,0.977,74.100,23.700,14.253,0.000,0.617
'[07:01:55.218 19/03/1996]',0.261,0.975,74.100,23.700,14.253,0.000,0.617
'[07:01:55.220 19/03/1996]',0.261,0.973,74.100,23.700,14.253,0.000,0.617
'[07:01:55.222 19/03/1996]',0.261,0.971,74.100,23.700,14.253,0.000,0.617
'[07:01:55.224 19/03/1996]',0.260,0.967,71.000,23.100,14.015,0.000,0.800
'[07:01:55.226 19/03/1996]',0.258,0.963,71.000,23.100,14.015,0.000,0.800
'[07:01:55.228 19/03/1996]',0.257,0.957,71.000,23.100,14.015,0.000,0.800
'[07:01:55.230 19/03/1996]',0.255,0.951,71.000,23.100,14.015,0.000,0.800
'[07:01:55.232 19/03/1996]',0.253,0.944,68.100,22.400,13.538,0.000,0.983
'[07:01:55.234 19/03/1996]',0.251,0.937,68.100,22.400,13.538,0.000,0.983
'[07:01:55.236 19/03/1996]',0.251,0.930,68.100,22.400,13.538,0.000,0.983
'[07:01:55.238 19/03/1996]',0.250,0.924,68.100,22.400,13.538,0.000,0.983
'[07:01:55.240 19/03/1996]',0.251,0.920,65.600,21.525,12.723,0.000,1.167
'[07:01:55.242 19/03/1996]',0.251,0.916,65.600,21.525,12.723,0.000,1.167
'[07:01:55.244 19/03/1996]',0.253,0.916,65.600,21.525,12.723,0.000,1.167
'[07:01:55.246 19/03/1996]',0.254,0.916,65.600,21.525,12.723,0.000,1.167
'[07:01:55.248 19/03/1996]',0.257,0.919,63.450,20.650,11.782,0.000,1.233
'[07:01:55.250 19/03/1996]',0.259,0.922,63.450,20.650,11.782,0.000,1.233
'[07:01:55.252 19/03/1996]',0.261,0.926,63.450,20.650,11.782,0.000,1.233
'[07:01:55.254 19/03/1996]',0.263,0.931,63.450,20.650,11.782,0.000,1.233
'[07:01:55.256 19/03/1996]',0.264,0.936,61.500,19.825,10.891,0.000,1.300
'[07:01:55.258 19/03/1996]',0.264,0.942,61.500,19.825,10.891,0.000,1.300
'[07:01:55.260 19/03/1996]',0.263,0.948,61.500,19.825,10.891,0.000,1.300
'[07:01:55.262 19/03/1996]',0.262,0.954,61.500,19.825,10.891,0.000,1.300
'[07:01:55.264 19/03/1996]',0.261,0.962,59.850,19.250,10.125,0.000,1.367
'[07:01:55.266 19/03/1996]',0.260,0.969,59.850,19.250,10.125,0.000,1.367
'[07:01:55.268 19/03/1996]',0.259,0.977,59.850,19.250,10.125,0.000,1.367
'[07:01:55.270 19/03/1996]',0.258,0.985,59.850,19.250,10.125,0.000,1.367
'[07:01:55.272 19/03/1996]',0.258,0.993,58.450,18.900,9.373,0.000,1.433
'[07:01:55.274 19/03/1996]',0.257,1.000,58.450,18.900,9.373,0.000,1.433
'[07:01:55.276 19/03/1996]',0.258,1.007,58.450,18.900,9.373,0.000,1.433
'[07:01:55.278 19/03/1996]',0.259,1.014,58.450,18.900,9.373,0.000,1.433
'[07:01:55.280 19/03/1996]',0.262,1.020,57.350,18.775,8.607,0.000,1.233
'[07:01:55.282 19/03/1996]',0.264,1.024,57.350,18.775,8.607,0.000,1.233
'[07:01:55.284 19/03/1996]',0.267,1.024,57.350,18.775,8.607,0.000,1.233
'[07:01:55.286 19/03/1996]',0.270,1.024,57.350,18.775,8.607,0.000,1.233
'[07:01:55.288 19/03/1996]',0.272,1.024,56.450,18.725,7.779,0.000,1.050
'[07:01:55.290 19/03/1996]',0.273,1.024,56.450,18.725,7.779,0.000,1.050
'[07:01:55.292 19/03/1996]',0.273,1.024,56.450,18.725,7.779,0.000,1.050
'[07:01:55.294 19/03/1996]',0.272,1.024,56.450,18.725,7.779,0.000,1.050
'[07:01:55.296 19/03/1996]',0.269,1.024,55.750,18.525,6.951,0.000,0.867
'[07:01:55.298 19/03/1996]',0.266,1.024,55.750,18.525,6.951,0.000,0.867
'[07:01:55.300 19/03/1996]',0.262,1.024,55.750,18.525,6.951,0.000,0.867
'[07:01:55.302 19/03/1996]',0.258,1.024,55.750,18.525,6.951,0.000,0.867
'[07:01:55.304 19/03/1996]',0.255,1.024,55.150,18.300,6.311,0.000,0.683
'[07:01:55.306 19/03/1996]',0.251,1.023,55.150,18.300,6.311,0.000,0.683
'[07:01:55.308 19/03/1996]',0.249,1.020,55.150,18.300,6.311,0.000,0.683
'[07:01:55.310 19/03/1996]',0.247,1.017,55.150,18.300,6.311,0.000,0.683
'[07:01:55.312 19/03/1996]',0.245,1.013,54.750,17.950,5.834,0.000,0.650
'[07:01:55.314 19/03/1996]',0.244,1.009,54.750,17.950,5.834,0.000,0.650
'[07:01:55.316 19/03/1996]',0.242,1.004,54.750,17.950,5.834,0.000,0.650
'[07:01:55.318 19/03/1996]',0.240,0.999,54.750,17.950,5.834,0.000,0.650
'[07:01:55.320 19/03/1996]',0.238,0.995,54.400,17.650,5.546,0.000,0.633
'[07:01:55.322 19/03/1996]',0.237,0.990,54.400,17.650,5.546,0.000,0.633
'[07:01:55.324 19/03/1996]',0.235,0.989,54.400,17.650,5.546,0.000,0.633
'[07:01:55.326 19/03/1996]',0.233,0.987,54.400,17.650,5.546,0.000,0.633
'[07:01:55.328 19/03/1996]',0.232,0.987,54.250,17.425,5.483,0.000,0.617
'[07:01:55.330 19/03/1996]',0.230,0.987,54.250,17.425,5.483,0.000,0.617
'[07:01:55.332 19/03/1996]',0.229,0.987,54.250,17.425,5.483,0.000,0.617
'[07:01:55.334 19/03/1996]',0.228,0.986,54.250,17.425,5.483,0.000,0.617
'[07:01:55.336 19/03/1996]',0.228,0.984,54.050,17.300,5.609,0.000,0.600
'[07:01:55.338 19/03/1996]',0.227,0.982,54.050,17.300,5.609,0.000,0.600
'[07:01:55.340 19/03/1996]',0.226,0.978,54.050,17.300,5.609,0.000,0.600
'[07:01:55.342 19/03/1996]',0.225,0.974,54.050,17.300,5.609,0.000,0.600
'[07:01:55.344 19/03/1996]',0.224,0.969,53.900,17.250,5.897,0.000,0.483
'[07:01:55.346 19/03/1996]',0.223,0.963,53.900,17.250,5.897,0.000,0.483
'[07:01:55.348 19/03/1996]',0.223,0.958,53.900,17.250,5.897,0.000,0.483
'[07:01:55.350 19/03/1996]',0.222,0.953,53.900,17.250,5.897,0.000,0.483
'[07:01:55.352 19/03/1996]',0.223,0.952,53.700,17.200,6.311,0.000,0.383
'[07:01:55.354 19/03/1996]',0.223,0.950,53.700,17.200,6.311,0.000,0.383
'[07:01:55.356 19/03/1996]',0.224,0.955,53.700,17.200,6.311,0.000,0.383
'[07:01:55.358 19/03/1996]',0.225,0.960,53.700,17.200,6.311,0.000,0.383
'[07:01:55.360 19/03/1996]',0.230,0.975,53.600,17.075,6.901,0.000,0.283
'[07:01:55.362 19/03/1996]',0.234,0.989,53.600,17.075,6.901,0.000,0.283
'[07:01:55.364 19/03/1996]',0.246,1.020,53.600,17.075,6.901,0.000,0.283
'[07:01:55.366 19/03/1996]',0.258,1.024,53.600,17.075,6.901,0.000,0.283
'[07:01:55.368 19/03/1996]',0.282,1.024,53.600,16.850,7.604,0.000,0.183
'[07:01:55.370 19/03/1996]',0.306,1.024,53.600,16.850,7.604,0.000,0.183
'[07:01:55.372 19/03/1996]',0.344,1.024,53.600,16.850,7.604,0.000,0.183
'[07:01:55.374 19/03/1996]',0.381,1.024,53.600,16.850,7.604,0.000,0.183
'[07:01:55.376 19/03/1996]',0.430,1.024,53.600,16.475,8.369,0.000,0.200
'[07:01:55.378 19/03/1996]',0.480,1.024,53.600,16.475,8.369,0.000,0.200
'[07:01:55.380 19/03/1996]',0.534,1.024,53.600,16.475,8.369,0.000,0.200
'[07:01:55.382 19/03/1996]',0.588,1.024,53.600,16.475,8.369,0.000,0.200
'[07:01:55.384 19/03/1996]',0.637,1.024,53.650,16.075,9.247,0.000,0.250
'[07:01:55.386 19/03/1996]',0.686,1.024,53.650,16.075,9.247,0.000,0.250
'[07:01:55.388 19/03/1996]',0.717,1.024,53.650,16.075,9.247,0.000,0.250
'[07:01:55.390 19/03/1996]',0.748,1.024,53.650,16.075,9.247,0.000,0.250
'[07:01:55.392 19/03/1996]',0.751,1.024,53.700,15.600,10.125,0.000,0.300
'[07:01:55.394 19/03/1996]',0.754,1.024,53.700,15.600,10.125,0.000,0.300
'[07:01:55.396 19/03/1996]',0.727,1.024,53.700,15.600,10.125,0.000,0.300
'[07:01:55.398 19/03/1996]',0.699,1.024,53.700,15.600,10.125,0.000,0.300
'[07:01:55.400 19/03/1996]',0.647,1.024,53.750,15.150,10.891,0.000,0.350
'[07:01:55.402 19/03/1996]',0.595,1.024,53.750,15.150,10.891,0.000,0.350
'[07:01:55.404 19/03/1996]',0.534,1.024,53.750,15.150,10.891,0.000,0.350
'[07:01:55.406 19/03/1996]',0.474,1.024,53.750,15.150,10.891,0.000,0.350
