'Time and date','MCL1 ','II ','V ','ABP ','PLETH '
'[13:41:32.102 12/05/1995]',-0.053,0.017,-0.029,74.177,-0.241
'[13:41:32.104 12/05/1995]',-0.053,0.017,-0.035,73.727,-0.246
'[13:41:32.106 12/05/1995]',-0.053,0.017,-0.035,73.727,-0.246
'[13:41:32.108 12/05/1995]',-0.065,0.017,-0.046,73.727,-0.246
'[13:41:32.110 12/05/1995]',-0.065,0.017,-0.046,73.727,-0.246
'[13:41:32.112 12/05/1995]',-0.065,0.017,-0.046,73.277,-0.265
'[13:41:32.114 12/05/1995]',-0.065,0.017,-0.046,73.277,-0.265
'[13:41:32.116 12/05/1995]',-0.053,0.017,-0.035,73.277,-0.265
'[13:41:32.118 12/05/1995]',-0.053,0.034,-0.046,73.277,-0.265
'[13:41:32.120 12/05/1995]',-0.053,0.034,-0.035,72.827,-0.279
'[13:41:32.122 12/05/1995]',-0.053,0.034,-0.035,72.827,-0.279
'[13:41:32.124 12/05/1995]',-0.065,0.050,-0.046,72.827,-0.279
'[13:41:32.126 12/05/1995]',-0.053,0.034,-0.046,72.827,-0.279
'[13:41:32.128 12/05/1995]',-0.053,0.050,-0.046,72.377,-0.292
'[13:41:32.130 12/05/1995]',-0.053,0.034,-0.035,72.377,-0.292
'[13:41:32.132 12/05/1995]',-0.047,0.050,-0.035,72.377,-0.292
'[13:41:32.134 12/05/1995]',-0.035,0.034,-0.035,72.377,-0.292
'[13:41:32.136 12/05/1995]',-0.029,0.034,-0.029,71.927,-0.301
'[13:41:32.138 12/05/1995]',-0.035,0.050,-0.035,71.927,-0.301
'[13:41:32.140 12/05/1995]',-0.023,0.050,-0.029,71.927,-0.301
'[13:41:32.142 12/05/1995]',-0.011,0.034,-0.029,71.927,-0.301
'[13:41:32.144 12/05/1995]',-0.005,0.034,-0.023,71.552,-0.316
'[13:41:32.146 12/05/1995]',0.001,0.017,-0.011,71.552,-0.316
'[13:41:32.148 12/05/1995]',0.001,0.017,-0.011,71.552,-0.316
'[13:41:32.150 12/05/1995]',0.001,0.001,-0.005,71.552,-0.316
'[13:41:32.152 12/05/1995]',0.001,0.001,0.001,71.177,-0.325
'[13:41:32.154 12/05/1995]',0.001,0.001,-0.005,71.177,-0.325
'[13:41:32.156 12/05/1995]',0.006,0.001,-0.005,71.177,-0.325
'[13:41:32.158 12/05/1995]',0.006,0.001,-0.005,71.177,-0.325
'[13:41:32.160 12/05/1995]',0.006,0.001,-0.005,70.877,-0.334
'[13:41:32.162 12/05/1995]',0.001,-0.015,-0.005,70.877,-0.334
'[13:41:32.164 12/05/1995]',0.006,-0.015,0.001,70.877,-0.334
'[13:41:32.166 12/05/1995]',0.001,-0.015,-0.005,70.877,-0.334
'[13:41:32.168 12/05/1995]',0.001,-0.015,-0.005,70.502,-0.344
'[13:41:32.170 12/05/1995]',0.006,-0.015,0.001,70.502,-0.344
'[13:41:32.172 12/05/1995]',0.006,-0.015,-0.005,70.502,-0.344
'[13:41:32.174 12/05/1995]',0.001,-0.015,-0.005,70.502,-0.344
'[13:41:32.176 12/05/1995]',0.001,-0.015,-0.005,70.127,-0.357
'[13:41:32.178 12/05/1995]',0.006,-0.015,-0.005,70.127,-0.357
'[13:41:32.180 12/05/1995]',0.006,-0.015,0.001,70.127,-0.357
'[13:41:32.182 12/05/1995]',0.001,-0.015,-0.005,70.127,-0.357
'[13:41:32.184 12/05/1995]',0.001,-0.015,-0.005,69.827,-0.357
'[13:41:32.186 12/05/1995]',0.006,-0.015,-0.005,69.827,-0.357
'[13:41:32.188 12/05/1995]',0.006,-0.015,-0.005,69.827,-0.357
'[13:41:32.190 12/05/1995]',0.012,-0.015,-0.005,69.827,-0.357
'[13:41:32.192 12/05/1995]',0.006,0.001,-0.005,69.527,-0.366
'[13:41:32.194 12/05/1995]',0.001,-0.015,-0.011,69.527,-0.366
'[13:41:32.196 12/05/1995]',0.001,-0.015,-0.005,69.527,-0.366
'[13:41:32.198 12/05/1995]',0.001,-0.015,-0.005,69.527,-0.366
'[13:41:32.200 12/05/1995]',0.001,-0.015,0.001,69.152,-0.376
'[13:41:32.202 12/05/1995]',0.001,-0.015,0.001,69.152,-0.376
'[13:41:32.204 12/05/1995]',0.001,-0.015,0.001,69.152,-0.376
'[13:41:32.206 12/05/1995]',0.006,-0.015,0.006,69.152,-0.376
'[13:41:32.208 12/05/1995]',0.012,0.001,0.012,68.927,-0.381
'[13:41:32.210 12/05/1995]',0.030,-0.015,0.024,68.927,-0.381
'[13:41:32.212 12/05/1995]',0.054,-0.015,0.047,68.927,-0.381
'[13:41:32.214 12/05/1995]',0.089,-0.015,0.071,68.927,-0.381
'[13:41:32.216 12/05/1995]',0.131,-0.031,0.111,68.552,-0.390
'[13:41:32.218 12/05/1995]',0.178,-0.048,0.153,68.552,-0.390
'[13:41:32.220 12/05/1995]',0.225,-0.048,0.199,68.552,-0.390
'[13:41:32.222 12/05/1995]',0.267,-0.064,0.240,68.552,-0.390
'[13:41:32.224 12/05/1995]',0.296,-0.048,0.263,68.327,-0.395
'[13:41:32.226 12/05/1995]',0.314,-0.031,0.269,68.327,-0.395
'[13:41:32.228 12/05/1995]',0.314,0.001,0.269,68.327,-0.395
'[13:41:32.230 12/05/1995]',0.314,0.017,0.258,68.327,-0.395
'[13:41:32.232 12/05/1995]',0.296,0.066,0.240,68.027,-0.440
'[13:41:32.234 12/05/1995]',0.267,0.115,0.193,68.027,-0.440
'[13:41:32.236 12/05/1995]',0.225,0.197,0.129,68.027,-0.440
'[13:41:32.238 12/05/1995]',0.178,0.279,0.071,68.027,-0.440
'[13:41:32.240 12/05/1995]',0.137,0.328,0.012,67.652,-0.445
'[13:41:32.242 12/05/1995]',0.137,0.311,-0.005,67.652,-0.445
'[13:41:32.244 12/05/1995]',0.143,0.230,-0.005,67.652,-0.445
'[13:41:32.246 12/05/1995]',0.143,0.099,0.012,67.652,-0.445
'[13:41:32.248 12/05/1995]',0.154,-0.064,0.065,67.352,-0.445
'[13:41:32.250 12/05/1995]',0.166,-0.244,0.111,67.352,-0.445
'[13:41:32.252 12/05/1995]',0.178,-0.408,0.153,67.352,-0.445
'[13:41:32.254 12/05/1995]',0.160,-0.505,0.158,67.352,-0.445
'[13:41:32.256 12/05/1995]',0.119,-0.554,0.135,66.977,-0.460
'[13:41:32.258 12/05/1995]',0.072,-0.571,0.100,66.977,-0.460
'[13:41:32.260 12/05/1995]',0.030,-0.571,0.077,66.977,-0.460
'[13:41:32.262 12/05/1995]',0.012,-0.554,0.071,66.977,-0.460
'[13:41:32.264 12/05/1995]',0.006,-0.505,0.065,66.602,-0.460
'[13:41:32.266 12/05/1995]',0.006,-0.457,0.053,66.602,-0.460
'[13:41:32.268 12/05/1995]',-0.005,-0.391,0.047,66.602,-0.460
'[13:41:32.270 12/05/1995]',-0.011,-0.342,0.024,66.602,-0.460
'[13:41:32.272 12/05/1995]',-0.035,-0.276,0.006,66.302,-0.465
'[13:41:32.274 12/05/1995]',-0.053,-0.195,-0.011,66.302,-0.465
'[13:41:32.276 12/05/1995]',-0.071,-0.130,-0.029,66.302,-0.465
'[13:41:32.278 12/05/1995]',-0.071,-0.064,-0.035,66.302,-0.465
'[13:41:32.280 12/05/1995]',-0.065,-0.031,-0.035,66.002,-0.465
'[13:41:32.282 12/05/1995]',-0.065,-0.015,-0.035,66.002,-0.465
'[13:41:32.284 12/05/1995]',-0.053,0.001,-0.029,66.002,-0.465
'[13:41:32.286 12/05/1995]',-0.047,0.001,-0.035,66.002,-0.465
'[13:41:32.288 12/05/1995]',-0.047,0.001,-0.029,65.627,-0.469
'[13:41:32.290 12/05/1995]',-0.047,0.001,-0.029,65.627,-0.469
'[13:41:32.292 12/05/1995]',-0.047,0.001,-0.023,65.627,-0.469
'[13:41:32.294 12/05/1995]',-0.035,0.001,-0.023,65.627,-0.469
'[13:41:32.296 12/05/1995]',-0.035,0.001,-0.023,65.327,-0.474
'[13:41:32.298 12/05/1995]',-0.053,0.001,-0.023,65.327,-0.474
'[13:41:32.300 12/05/1995]',-0.047,0.001,-0.023,65.327,-0.474
'[13:41:32.302 12/05/1995]',-0.047,0.001,-0.023,65.327,-0.474
'[13:41:32.304 12/05/1995]',-0.035,0.001,-0.011,65.027,-0.479
'[13:41:32.306 12/05/1995]',-0.035,0.001,-0.011,65.027,-0.479
'[13:41:32.308 12/05/1995]',-0.029,0.001,-0.011,65.027,-0.479
'[13:41:32.310 12/05/1995]',-0.029,0.001,-0.011,65.027,-0.479
'[13:41:32.312 12/05/1995]',-0.035,0.001,-0.011,64.727,-0.484
'[13:41:32.314 12/05/1995]',-0.035,0.001,-0.011,64.727,-0.484
'[13:41:32.316 12/05/1995]',-0.035,0.001,-0.023,64.727,-0.484
'[13:41:32.318 12/05/1995]',-0.035,0.001,-0.011,64.727,-0.484
'[13:41:32.320 12/05/1995]',-0.029,0.001,-0.011,64.352,-0.489
'[13:41:32.322 12/05/1995]',-0.029,0.001,-0.023,64.352,-0.489
'[13:41:32.324 12/05/1995]',-0.035,0.017,-0.029,64.352,-0.489
'[13:41:32.326 12/05/1995]',-0.035,0.017,-0.029,64.352,-0.489
'[13:41:32.328 12/05/1995]',-0.035,0.017,-0.029,63.977,-0.494
'[13:41:32.330 12/05/1995]',-0.035,0.017,-0.023,63.977,-0.494
'[13:41:32.332 12/05/1995]',-0.029,0.017,-0.023,63.977,-0.494
'[13:41:32.334 12/05/1995]',-0.029,0.034,-0.023,63.977,-0.494
'[13:41:32.336 12/05/1995]',-0.029,0.017,-0.023,63.677,-0.499
'[13:41:32.338 12/05/1995]',-0.029,0.017,-0.023,63.677,-0.499
'[13:41:32.340 12/05/1995]',-0.035,0.034,-0.023,63.677,-0.499
'[13:41:32.342 12/05/1995]',-0.035,0.034,-0.029,63.677,-0.499
'[13:41:32.344 12/05/1995]',-0.035,0.034,-0.029,63.377,-0.499
'[13:41:32.346 12/05/1995]',-0.029,0.017,-0.023,63.377,-0.499
'[13:41:32.348 12/05/1995]',-0.029,0.017,-0.023,63.377,-0.499
'[13:41:32.350 12/05/1995]',-0.029,0.017,-0.023,63.377,-0.499
'[13:41:32.352 12/05/1995]',-0.029,0.034,-0.023,63.077,-0.504
'[13:41:32.354 12/05/1995]',-0.035,0.017,-0.023,63.077,-0.504
'[13:41:32.356 12/05/1995]',-0.035,0.034,-0.023,63.077,-0.504
'[13:41:32.358 12/05/1995]',-0.029,0.034,-0.029,63.077,-0.504
'[13:41:32.360 12/05/1995]',-0.029,0.050,-0.029,62.777,-0.508
'[13:41:32.362 12/05/1995]',-0.035,0.050,-0.029,62.777,-0.508
'[13:41:32.364 12/05/1995]',-0.035,0.050,-0.029,62.777,-0.508
'[13:41:32.366 12/05/1995]',-0.029,0.050,-0.029,62.777,-0.508
'[13:41:32.368 12/05/1995]',-0.029,0.034,-0.023,62.477,-0.513
'[13:41:32.370 12/05/1995]',-0.029,0.034,-0.023,62.477,-0.513
'[13:41:32.372 12/05/1995]',-0.029,0.034,-0.023,62.477,-0.513
'[13:41:32.374 12/05/1995]',-0.023,0.034,-0.023,62.477,-0.513
'[13:41:32.376 12/05/1995]',-0.023,0.034,-0.023,62.177,-0.518
'[13:41:32.378 12/05/1995]',-0.023,0.050,-0.023,62.177,-0.518
'[13:41:32.380 12/05/1995]',-0.023,0.034,-0.023,62.177,-0.518
'[13:41:32.382 12/05/1995]',-0.023,0.034,-0.023,62.177,-0.518
'[13:41:32.384 12/05/1995]',-0.023,0.034,-0.023,61.877,-0.523
'[13:41:32.386 12/05/1995]',-0.023,0.034,-0.023,61.877,-0.523
'[13:41:32.388 12/05/1995]',-0.023,0.034,-0.023,61.877,-0.523
'[13:41:32.390 12/05/1995]',-0.023,0.034,-0.023,61.877,-0.523
'[13:41:32.392 12/05/1995]',-0.023,0.034,-0.029,61.577,-0.533
'[13:41:32.394 12/05/1995]',-0.023,0.050,-0.029,61.577,-0.533
'[13:41:32.396 12/05/1995]',-0.023,0.050,-0.029,61.577,-0.533
'[13:41:32.398 12/05/1995]',-0.023,0.050,-0.023,61.577,-0.533
'[13:41:32.400 12/05/1995]',-0.011,0.034,-0.029,61.577,-0.533
'[13:41:32.402 12/05/1995]',-0.011,0.034,-0.011,61.577,-0.533
'[13:41:32.404 12/05/1995]',-0.011,0.034,-0.023,61.577,-0.533
'[13:41:32.406 12/05/1995]',-0.023,0.050,-0.023,61.577,-0.533
'[13:41:32.408 12/05/1995]',-0.023,0.050,-0.023,61.877,-0.538
'[13:41:32.410 12/05/1995]',-0.023,0.050,-0.029,61.877,-0.538
'[13:41:32.412 12/05/1995]',-0.011,0.050,-0.023,61.877,-0.538
'[13:41:32.414 12/05/1995]',-0.011,0.050,-0.023,61.877,-0.538
'[13:41:32.416 12/05/1995]',-0.005,0.050,-0.011,62.927,-0.548
'[13:41:32.418 12/05/1995]',-0.005,0.034,-0.023,62.927,-0.548
'[13:41:32.420 12/05/1995]',-0.011,0.034,-0.011,62.927,-0.548
'[13:41:32.422 12/05/1995]',-0.011,0.050,-0.011,62.927,-0.548
'[13:41:32.424 12/05/1995]',-0.011,0.050,-0.011,65.252,-0.548
'[13:41:32.426 12/05/1995]',-0.011,0.050,-0.011,65.252,-0.548
'[13:41:32.428 12/05/1995]',-0.011,0.050,-0.011,65.252,-0.548
'[13:41:32.430 12/05/1995]',-0.011,0.050,-0.011,65.252,-0.548
'[13:41:32.432 12/05/1995]',-0.011,0.050,-0.005,69.752,-0.553
'[13:41:32.434 12/05/1995]',-0.011,0.050,0.001,69.752,-0.553
'[13:41:32.436 12/05/1995]',-0.011,0.050,-0.005,69.752,-0.553
'[13:41:32.438 12/05/1995]',-0.005,0.050,-0.005,69.752,-0.553
'[13:41:32.440 12/05/1995]',-0.005,0.050,-0.005,76.877,-0.548
'[13:41:32.442 12/05/1995]',-0.005,0.034,-0.005,76.877,-0.548
'[13:41:32.444 12/05/1995]',-0.005,0.034,-0.005,76.877,-0.548
'[13:41:32.446 12/05/1995]',-0.005,0.034,-0.005,76.877,-0.548
'[13:41:32.448 12/05/1995]',0.001,0.034,0.001,85.952,-0.553
'[13:41:32.450 12/05/1995]',0.001,0.034,0.001,85.952,-0.553
'[13:41:32.452 12/05/1995]',0.001,0.034,0.001,85.952,-0.553
'[13:41:32.454 12/05/1995]',0.001,0.034,0.001,85.952,-0.553
'[13:41:32.456 12/05/1995]',0.006,0.034,0.001,95.327,-0.553
'[13:41:32.458 12/05/1995]',0.006,0.034,0.006,95.327,-0.553
'[13:41:32.460 12/05/1995]',0.006,0.034,0.006,95.327,-0.553
'[13:41:32.462 12/05/1995]',0.006,0.017,0.006,95.327,-0.553
'[13:41:32.464 12/05/1995]',0.012,0.017,0.012,103.728,-0.548
'[13:41:32.466 12/05/1995]',0.006,0.017,0.012,103.728,-0.548
'[13:41:32.468 12/05/1995]',0.012,0.017,0.012,103.728,-0.548
'[13:41:32.470 12/05/1995]',0.012,0.017,0.012,103.728,-0.548
'[13:41:32.472 12/05/1995]',0.012,0.017,0.024,110.703,-0.533
'[13:41:32.474 12/05/1995]',0.024,0.017,0.024,110.703,-0.533
'[13:41:32.476 12/05/1995]',0.024,0.017,0.012,110.703,-0.533
'[13:41:32.478 12/05/1995]',0.024,0.017,0.024,110.703,-0.533
'[13:41:32.480 12/05/1995]',0.024,0.001,0.024,116.478,-0.523
'[13:41:32.482 12/05/1995]',0.024,0.001,0.030,116.478,-0.523
'[13:41:32.484 12/05/1995]',0.030,0.001,0.030,116.478,-0.523
'[13:41:32.486 12/05/1995]',0.036,0.001,0.030,116.478,-0.523
'[13:41:32.488 12/05/1995]',0.030,0.001,0.035,121.128,-0.494
'[13:41:32.490 12/05/1995]',0.030,0.001,0.035,121.128,-0.494
'[13:41:32.492 12/05/1995]',0.030,0.001,0.030,121.128,-0.494
'[13:41:32.494 12/05/1995]',0.030,0.001,0.030,121.128,-0.494
'[13:41:32.496 12/05/1995]',0.036,0.001,0.035,124.578,-0.455
'[13:41:32.498 12/05/1995]',0.030,0.001,0.047,124.578,-0.455
'[13:41:32.500 12/05/1995]',0.036,-0.015,0.047,124.578,-0.455
'[13:41:32.502 12/05/1995]',0.036,-0.015,0.047,124.578,-0.455
'[13:41:32.504 12/05/1995]',0.036,-0.015,0.053,126.903,-0.410
'[13:41:32.506 12/05/1995]',0.030,0.001,0.047,126.903,-0.410
'[13:41:32.508 12/05/1995]',0.030,0.001,0.035,126.903,-0.410
'[13:41:32.510 12/05/1995]',0.030,0.001,0.047,126.903,-0.410
'[13:41:32.512 12/05/1995]',0.036,0.001,0.047,128.403,-0.360
'[13:41:32.514 12/05/1995]',0.030,-0.015,0.047,128.403,-0.360
'[13:41:32.516 12/05/1995]',0.030,0.001,0.047,128.403,-0.360
'[13:41:32.518 12/05/1995]',0.030,0.001,0.047,128.403,-0.360
'[13:41:32.520 12/05/1995]',0.030,0.001,0.047,129.453,-0.286
'[13:41:32.522 12/05/1995]',0.030,0.001,0.035,129.453,-0.286
'[13:41:32.524 12/05/1995]',0.024,0.001,0.035,129.453,-0.286
'[13:41:32.526 12/05/1995]',0.024,0.001,0.047,129.453,-0.286
'[13:41:32.528 12/05/1995]',0.012,-0.015,0.047,129.978,-0.212
'[13:41:32.530 12/05/1995]',0.024,-0.015,0.047,129.978,-0.212
'[13:41:32.532 12/05/1995]',0.024,-0.015,0.047,129.978,-0.212
'[13:41:32.534 12/05/1995]',0.024,0.001,0.047,129.978,-0.212
'[13:41:32.536 12/05/1995]',0.024,0.001,0.035,130.053,-0.134
'[13:41:32.538 12/05/1995]',0.024,0.001,0.035,130.053,-0.134
'[13:41:32.540 12/05/1995]',0.024,0.017,0.035,130.053,-0.134
'[13:41:32.542 12/05/1995]',0.012,0.001,0.030,130.053,-0.134
'[13:41:32.544 12/05/1995]',0.024,0.001,0.035,129.753,-0.050
'[13:41:32.546 12/05/1995]',0.012,0.001,0.030,129.753,-0.050
'[13:41:32.548 12/05/1995]',0.012,0.001,0.035,129.753,-0.050
'[13:41:32.550 12/05/1995]',0.012,0.001,0.035,129.753,-0.050
'[13:41:32.552 12/05/1995]',0.012,0.001,0.030,129.153,0.029
'[13:41:32.554 12/05/1995]',0.024,0.001,0.030,129.153,0.029
'[13:41:32.556 12/05/1995]',0.012,0.001,0.030,129.153,0.029
'[13:41:32.558 12/05/1995]',0.012,0.001,0.030,129.153,0.029
'[13:41:32.560 12/05/1995]',0.012,0.001,0.030,128.403,0.108
'[13:41:32.562 12/05/1995]',0.012,0.001,0.024,128.403,0.108
'[13:41:32.564 12/05/1995]',0.012,0.001,0.024,128.403,0.108
'[13:41:32.566 12/05/1995]',0.006,0.001,0.030,128.403,0.108
'[13:41:32.568 12/05/1995]',0.012,0.001,0.030,127.203,0.177
'[13:41:32.570 12/05/1995]',0.012,0.001,0.024,127.203,0.177
'[13:41:32.572 12/05/1995]',0.006,0.001,0.024,127.203,0.177
'[13:41:32.574 12/05/1995]',0.001,0.001,0.012,127.203,0.177
'[13:41:32.576 12/05/1995]',0.006,0.001,0.024,125.853,0.232
'[13:41:32.578 12/05/1995]',0.006,0.001,0.012,125.853,0.232
'[13:41:32.580 12/05/1995]',0.006,0.001,0.012,125.853,0.232
'[13:41:32.582 12/05/1995]',0.001,0.001,0.024,125.853,0.232
'[13:41:32.584 12/05/1995]',0.001,0.001,0.012,124.278,0.277
'[13:41:32.586 12/05/1995]',0.006,0.017,0.012,124.278,0.277
'[13:41:32.588 12/05/1995]',0.001,0.017,0.006,124.278,0.277
'[13:41:32.590 12/05/1995]',0.001,0.017,0.006,124.278,0.277
'[13:41:32.592 12/05/1995]',0.001,0.017,0.006,122.478,0.321
'[13:41:32.594 12/05/1995]',0.001,0.001,0.012,122.478,0.321
'[13:41:32.596 12/05/1995]',0.001,0.001,0.012,122.478,0.321
'[13:41:32.598 12/05/1995]',0.001,0.001,0.012,122.478,0.321
'[13:41:32.600 12/05/1995]',0.001,0.001,0.012,120.378,0.350
'[13:41:32.602 12/05/1995]',0.001,0.001,0.012,120.378,0.350
'[13:41:32.604 12/05/1995]',0.001,0.001,0.012,120.378,0.350
'[13:41:32.606 12/05/1995]',0.001,0.001,0.006,120.378,0.350
'[13:41:32.608 12/05/1995]',0.001,0.001,0.006,117.978,0.375
'[13:41:32.610 12/05/1995]',0.001,0.001,0.006,117.978,0.375
'[13:41:32.612 12/05/1995]',0.001,0.001,0.012,117.978,0.375
'[13:41:32.614 12/05/1995]',0.001,0.001,0.024,117.978,0.375
'[13:41:32.616 12/05/1995]',0.001,0.001,0.012,115.353,0.400
'[13:41:32.618 12/05/1995]',0.006,0.001,0.012,115.353,0.400
'[13:41:32.620 12/05/1995]',0.006,0.001,0.012,115.353,0.400
'[13:41:32.622 12/05/1995]',0.001,0.001,0.012,115.353,0.400
'[13:41:32.624 12/05/1995]',0.001,0.001,0.012,112.203,0.409
'[13:41:32.626 12/05/1995]',-0.005,0.001,0.012,112.203,0.409
'[13:41:32.628 12/05/1995]',0.001,0.001,0.012,112.203,0.409
'[13:41:32.630 12/05/1995]',-0.005,0.001,0.012,112.203,0.409
'[13:41:32.632 12/05/1995]',-0.005,-0.015,0.012,108.678,0.409
'[13:41:32.634 12/05/1995]',0.001,-0.015,0.024,108.678,0.409
'[13:41:32.636 12/05/1995]',0.001,-0.015,0.024,108.678,0.409
'[13:41:32.638 12/05/1995]',0.006,-0.015,0.024,108.678,0.409
'[13:41:32.640 12/05/1995]',0.001,-0.015,0.024,104.778,0.405
'[13:41:32.642 12/05/1995]',0.001,-0.015,0.012,104.778,0.405
'[13:41:32.644 12/05/1995]',0.006,0.001,0.012,104.778,0.405
'[13:41:32.646 12/05/1995]',-0.005,0.001,0.012,104.778,0.405
'[13:41:32.648 12/05/1995]',0.001,0.001,0.012,100.578,0.395
'[13:41:32.650 12/05/1995]',0.006,0.001,0.012,100.578,0.395
'[13:41:32.652 12/05/1995]',0.006,0.001,0.024,100.578,0.395
'[13:41:32.654 12/05/1995]',0.006,0.001,0.012,100.578,0.395
'[13:41:32.656 12/05/1995]',0.006,0.001,0.024,96.602,0.380
'[13:41:32.658 12/05/1995]',0.001,0.001,0.012,96.602,0.380
'[13:41:32.660 12/05/1995]',0.006,0.001,0.024,96.602,0.380
'[13:41:32.662 12/05/1995]',0.006,-0.015,0.024,96.602,0.380
'[13:41:32.664 12/05/1995]',0.001,-0.015,0.024,93.077,0.360
'[13:41:32.666 12/05/1995]',0.001,-0.015,0.024,93.077,0.360
'[13:41:32.668 12/05/1995]',0.001,-0.031,0.024,93.077,0.360
'[13:41:32.670 12/05/1995]',0.006,-0.015,0.024,93.077,0.360
'[13:41:32.672 12/05/1995]',0.006,-0.015,0.024,90.377,0.336
'[13:41:32.674 12/05/1995]',0.006,0.001,0.012,90.377,0.336
'[13:41:32.676 12/05/1995]',0.001,0.001,0.012,90.377,0.336
'[13:41:32.678 12/05/1995]',0.012,0.001,0.012,90.377,0.336
'[13:41:32.680 12/05/1995]',0.006,-0.015,0.024,88.502,0.301
'[13:41:32.682 12/05/1995]',0.006,-0.015,0.024,88.502,0.301
'[13:41:32.684 12/05/1995]',0.006,-0.031,0.024,88.502,0.301
'[13:41:32.686 12/05/1995]',0.012,-0.015,0.024,88.502,0.301
'[13:41:32.688 12/05/1995]',0.006,-0.015,0.024,87.227,0.267
'[13:41:32.690 12/05/1995]',0.001,-0.015,0.012,87.227,0.267
'[13:41:32.692 12/05/1995]',0.001,0.001,0.012,87.227,0.267
'[13:41:32.694 12/05/1995]',0.006,0.001,0.006,87.227,0.267
'[13:41:32.696 12/05/1995]',0.001,0.001,0.006,86.327,0.232
'[13:41:32.698 12/05/1995]',0.001,0.001,0.006,86.327,0.232
'[13:41:32.700 12/05/1995]',0.001,0.001,0.012,86.327,0.232
'[13:41:32.702 12/05/1995]',0.001,0.001,0.012,86.327,0.232
'[13:41:32.704 12/05/1995]',0.001,0.001,0.006,85.577,0.188
'[13:41:32.706 12/05/1995]',0.001,0.001,0.001,85.577,0.188
'[13:41:32.708 12/05/1995]',0.001,0.001,0.006,85.577,0.188
'[13:41:32.710 12/05/1995]',0.001,0.001,0.006,85.577,0.188
'[13:41:32.712 12/05/1995]',0.001,0.001,0.006,85.202,0.143
'[13:41:32.714 12/05/1995]',-0.005,0.001,0.006,85.202,0.143
'[13:41:32.716 12/05/1995]',0.001,0.001,0.012,85.202,0.143
'[13:41:32.718 12/05/1995]',-0.005,-0.015,0.012,85.202,0.143
'[13:41:32.720 12/05/1995]',0.001,-0.015,0.006,84.902,0.103
'[13:41:32.722 12/05/1995]',0.001,0.001,0.006,84.902,0.103
'[13:41:32.724 12/05/1995]',0.001,0.001,0.006,84.902,0.103
'[13:41:32.726 12/05/1995]',-0.005,0.001,0.006,84.902,0.103
'[13:41:32.728 12/05/1995]',-0.005,0.001,0.006,84.752,0.054
'[13:41:32.730 12/05/1995]',-0.005,0.001,0.006,84.752,0.054
'[13:41:32.732 12/05/1995]',-0.005,0.001,0.006,84.752,0.054
'[13:41:32.734 12/05/1995]',-0.005,0.001,0.006,84.752,0.054
'[13:41:32.736 12/05/1995]',-0.005,0.001,0.006,84.527,0.009
'[13:41:32.738 12/05/1995]',-0.005,0.001,0.006,84.527,0.009
'[13:41:32.740 12/05/1995]',-0.005,0.001,0.006,84.527,0.009
'[13:41:32.742 12/05/1995]',-0.005,0.001,0.006,84.527,0.009
'[13:41:32.744 12/05/1995]',-0.005,0.001,0.006,84.377,-0.056
'[13:41:32.746 12/05/1995]',-0.005,0.001,0.006,84.377,-0.056
'[13:41:32.748 12/05/1995]',0.001,0.001,0.006,84.377,-0.056
'[13:41:32.750 12/05/1995]',-0.005,0.001,0.006,84.377,-0.056
'[13:41:32.752 12/05/1995]',-0.005,0.001,0.006,84.077,-0.098
'[13:41:32.754 12/05/1995]',-0.011,0.001,0.001,84.077,-0.098
'[13:41:32.756 12/05/1995]',-0.005,0.001,0.001,84.077,-0.098
'[13:41:32.758 12/05/1995]',-0.005,0.001,0.001,84.077,-0.098
'[13:41:32.760 12/05/1995]',-0.005,0.001,0.006,83.777,-0.126
'[13:41:32.762 12/05/1995]',-0.005,0.001,0.006,83.777,-0.126
'[13:41:32.764 12/05/1995]',-0.005,-0.015,0.006,83.777,-0.126
'[13:41:32.766 12/05/1995]',-0.005,-0.015,0.001,83.777,-0.126
'[13:41:32.768 12/05/1995]',-0.011,0.001,0.001,83.477,-0.163
'[13:41:32.770 12/05/1995]',-0.005,0.001,0.001,83.477,-0.163
'[13:41:32.772 12/05/1995]',-0.005,0.001,0.001,83.477,-0.163
'[13:41:32.774 12/05/1995]',-0.005,0.001,0.001,83.477,-0.163
'[13:41:32.776 12/05/1995]',-0.011,0.001,0.001,83.027,-0.191
'[13:41:32.778 12/05/1995]',-0.005,0.001,0.006,83.027,-0.191
'[13:41:32.780 12/05/1995]',-0.005,-0.015,0.006,83.027,-0.191
'[13:41:32.782 12/05/1995]',-0.005,-0.015,0.012,83.027,-0.191
'[13:41:32.784 12/05/1995]',0.001,-0.015,0.006,82.427,-0.218
'[13:41:32.786 12/05/1995]',-0.005,-0.015,0.006,82.427,-0.218
'[13:41:32.788 12/05/1995]',-0.005,0.001,0.001,82.427,-0.218
'[13:41:32.790 12/05/1995]',-0.005,0.001,0.001,82.427,-0.218
'[13:41:32.792 12/05/1995]',-0.005,0.001,0.001,81.827,-0.246
'[13:41:32.794 12/05/1995]',-0.011,0.001,0.001,81.827,-0.246
'[13:41:32.796 12/05/1995]',-0.011,0.001,0.006,81.827,-0.246
'[13:41:32.798 12/05/1995]',-0.005,-0.015,0.001,81.827,-0.246
'[13:41:32.800 12/05/1995]',-0.005,0.001,0.006,81.152,-0.265
'[13:41:32.802 12/05/1995]',-0.005,0.001,0.001,81.152,-0.265
