'Time and date','MCL1 ','II ','V ','ABP ','PLETH '
'[11:00:56.140 11/05/1995]',0.001,0.050,-0.021,180.400,-0.443
'[11:00:56.142 11/05/1995]',0.007,0.050,0.001,180.400,-0.443
'[11:00:56.144 11/05/1995]',0.013,0.025,0.012,180.400,-0.441
'[11:00:56.146 11/05/1995]',0.013,0.025,0.034,180.400,-0.441
'[11:00:56.148 11/05/1995]',0.013,0.025,0.023,180.400,-0.441
'[11:00:56.150 11/05/1995]',0.013,0.050,0.001,180.400,-0.441
'[11:00:56.152 11/05/1995]',0.013,0.050,0.001,180.400,-0.436
'[11:00:56.154 11/05/1995]',0.013,0.050,-0.010,180.400,-0.436
'[11:00:56.156 11/05/1995]',0.025,0.050,0.001,180.400,-0.436
'[11:00:56.158 11/05/1995]',0.025,0.025,0.001,180.400,-0.436
'[11:00:56.160 11/05/1995]',0.032,0.025,0.034,180.400,-0.432
'[11:00:56.162 11/05/1995]',0.038,0.002,0.045,180.400,-0.432
'[11:00:56.164 11/05/1995]',0.032,0.002,0.045,180.400,-0.432
'[11:00:56.166 11/05/1995]',0.038,0.025,0.034,180.400,-0.432
'[11:00:56.168 11/05/1995]',0.038,0.025,0.012,180.400,-0.425
'[11:00:56.170 11/05/1995]',0.032,0.025,0.001,180.400,-0.425
'[11:00:56.172 11/05/1995]',0.038,0.025,0.001,180.400,-0.425
'[11:00:56.174 11/05/1995]',0.038,0.025,0.023,180.400,-0.425
'[11:00:56.176 11/05/1995]',0.057,0.002,0.045,180.400,-0.416
'[11:00:56.178 11/05/1995]',0.051,0.002,0.068,180.400,-0.416
'[11:00:56.180 11/05/1995]',0.051,0.002,0.068,180.400,-0.416
'[11:00:56.182 11/05/1995]',0.051,0.002,0.068,180.400,-0.416
'[11:00:56.184 11/05/1995]',0.038,0.002,0.034,180.400,-0.404
'[11:00:56.186 11/05/1995]',0.038,0.002,0.023,180.400,-0.404
'[11:00:56.188 11/05/1995]',0.038,0.002,0.023,180.400,-0.404
'[11:00:56.190 11/05/1995]',0.038,0.002,0.034,180.400,-0.404
'[11:00:56.192 11/05/1995]',0.038,0.002,0.057,180.400,-0.388
'[11:00:56.194 11/05/1995]',0.051,0.002,0.068,180.400,-0.388
'[11:00:56.196 11/05/1995]',0.038,0.002,0.068,180.400,-0.388
'[11:00:56.198 11/05/1995]',0.051,0.002,0.068,180.400,-0.388
'[11:00:56.200 11/05/1995]',0.051,0.002,0.057,180.400,-0.365
'[11:00:56.202 11/05/1995]',0.038,0.002,0.034,180.400,-0.365
'[11:00:56.204 11/05/1995]',0.038,0.002,0.012,180.400,-0.365
'[11:00:56.206 11/05/1995]',0.032,0.002,0.023,180.400,-0.365
'[11:00:56.208 11/05/1995]',0.032,0.002,0.034,180.400,-0.337
'[11:00:56.210 11/05/1995]',0.032,0.002,0.057,180.400,-0.337
'[11:00:56.212 11/05/1995]',0.032,0.002,0.068,180.400,-0.337
'[11:00:56.214 11/05/1995]',0.032,0.002,0.057,180.400,-0.337
'[11:00:56.216 11/05/1995]',0.025,0.002,0.034,180.400,-0.300
'[11:00:56.218 11/05/1995]',0.013,0.002,0.012,180.400,-0.300
'[11:00:56.220 11/05/1995]',0.007,0.002,0.001,180.400,-0.300
'[11:00:56.222 11/05/1995]',0.007,0.002,0.001,180.400,-0.300
'[11:00:56.224 11/05/1995]',0.007,0.002,0.001,180.400,-0.258
'[11:00:56.226 11/05/1995]',0.007,0.002,0.023,180.400,-0.258
'[11:00:56.228 11/05/1995]',0.007,0.002,0.034,180.400,-0.258
'[11:00:56.230 11/05/1995]',0.007,0.002,0.034,180.400,-0.258
'[11:00:56.232 11/05/1995]',0.007,0.002,0.023,180.400,-0.210
'[11:00:56.234 11/05/1995]',0.001,0.002,0.001,180.400,-0.210
'[11:00:56.236 11/05/1995]',-0.006,0.025,-0.021,180.400,-0.210
'[11:00:56.238 11/05/1995]',0.001,0.025,-0.021,180.400,-0.210
'[11:00:56.240 11/05/1995]',-0.006,0.025,-0.010,180.400,-0.155
'[11:00:56.242 11/05/1995]',-0.006,0.002,0.001,180.400,-0.155
'[11:00:56.244 11/05/1995]',-0.006,0.002,0.012,180.400,-0.155
'[11:00:56.246 11/05/1995]',-0.006,0.002,0.023,180.400,-0.155
'[11:00:56.248 11/05/1995]',-0.006,0.002,0.001,180.400,-0.096
'[11:00:56.250 11/05/1995]',-0.012,0.025,0.001,180.400,-0.096
'[11:00:56.252 11/05/1995]',-0.012,0.025,-0.033,180.400,-0.096
'[11:00:56.254 11/05/1995]',-0.025,0.025,-0.033,180.400,-0.096
'[11:00:56.256 11/05/1995]',-0.012,0.025,-0.033,180.400,-0.033
'[11:00:56.258 11/05/1995]',-0.012,0.025,-0.010,180.400,-0.033
'[11:00:56.260 11/05/1995]',-0.012,0.002,0.001,180.400,-0.033
'[11:00:56.262 11/05/1995]',-0.012,0.002,0.001,180.400,-0.033
'[11:00:56.264 11/05/1995]',-0.012,0.002,0.001,180.400,0.031
'[11:00:56.266 11/05/1995]',-0.012,0.002,0.001,180.400,0.031
'[11:00:56.268 11/05/1995]',-0.025,0.025,-0.033,180.400,0.031
'[11:00:56.270 11/05/1995]',-0.025,0.025,-0.033,180.400,0.031
'[11:00:56.272 11/05/1995]',-0.025,0.025,-0.033,180.400,0.093
'[11:00:56.274 11/05/1995]',-0.025,0.025,-0.021,180.400,0.093
'[11:00:56.276 11/05/1995]',-0.025,0.002,0.001,180.400,0.093
'[11:00:56.278 11/05/1995]',-0.012,0.002,0.001,180.400,0.093
'[11:00:56.280 11/05/1995]',-0.012,0.002,0.001,180.400,0.154
'[11:00:56.282 11/05/1995]',-0.025,0.002,0.001,180.400,0.154
'[11:00:56.284 11/05/1995]',-0.025,0.025,-0.021,180.400,0.154
'[11:00:56.286 11/05/1995]',-0.031,0.025,-0.044,180.400,0.154
'[11:00:56.288 11/05/1995]',-0.031,0.025,-0.033,180.400,0.212
'[11:00:56.290 11/05/1995]',-0.025,0.025,-0.033,180.400,0.212
'[11:00:56.292 11/05/1995]',-0.025,0.002,-0.010,180.400,0.212
'[11:00:56.294 11/05/1995]',-0.025,0.002,0.001,180.400,0.212
'[11:00:56.296 11/05/1995]',-0.025,0.002,0.001,180.400,0.264
'[11:00:56.298 11/05/1995]',-0.012,0.002,0.001,180.400,0.264
'[11:00:56.300 11/05/1995]',-0.025,0.025,-0.010,180.400,0.264
'[11:00:56.302 11/05/1995]',-0.025,0.025,-0.033,180.400,0.264
'[11:00:56.304 11/05/1995]',-0.025,0.025,-0.044,180.400,0.310
'[11:00:56.306 11/05/1995]',-0.025,0.025,-0.033,180.400,0.310
'[11:00:56.308 11/05/1995]',-0.025,0.002,-0.021,180.400,0.310
'[11:00:56.310 11/05/1995]',-0.025,0.002,0.001,180.400,0.310
'[11:00:56.312 11/05/1995]',-0.025,0.002,0.001,180.400,0.352
'[11:00:56.314 11/05/1995]',-0.025,0.002,0.001,180.400,0.352
'[11:00:56.316 11/05/1995]',-0.025,0.002,0.001,180.400,0.352
'[11:00:56.318 11/05/1995]',-0.031,0.025,-0.033,180.400,0.352
'[11:00:56.320 11/05/1995]',-0.012,0.025,-0.044,180.400,0.386
'[11:00:56.322 11/05/1995]',-0.025,0.025,-0.033,180.400,0.386
'[11:00:56.324 11/05/1995]',-0.025,0.002,-0.033,180.400,0.386
'[11:00:56.326 11/05/1995]',-0.012,0.002,0.001,180.400,0.386
'[11:00:56.328 11/05/1995]',-0.012,0.002,0.001,180.400,0.412
'[11:00:56.330 11/05/1995]',-0.012,0.002,0.001,180.400,0.412
'[11:00:56.332 11/05/1995]',-0.025,0.002,0.001,180.400,0.412
'[11:00:56.334 11/05/1995]',-0.012,0.025,-0.021,180.400,0.412
'[11:00:56.336 11/05/1995]',-0.012,0.025,-0.033,180.400,0.431
'[11:00:56.338 11/05/1995]',-0.012,0.025,-0.044,180.400,0.431
'[11:00:56.340 11/05/1995]',-0.012,0.025,-0.033,180.400,0.431
'[11:00:56.342 11/05/1995]',-0.012,0.002,-0.010,180.400,0.431
'[11:00:56.344 11/05/1995]',-0.006,0.002,0.001,180.400,0.446
'[11:00:56.346 11/05/1995]',-0.006,0.002,0.001,180.400,0.446
'[11:00:56.348 11/05/1995]',-0.006,0.002,0.001,180.400,0.446
'[11:00:56.350 11/05/1995]',-0.006,0.025,-0.021,180.400,0.446
'[11:00:56.352 11/05/1995]',-0.012,0.025,-0.033,180.400,0.452
'[11:00:56.354 11/05/1995]',-0.012,0.025,-0.044,180.400,0.452
'[11:00:56.356 11/05/1995]',-0.025,0.025,-0.033,180.400,0.452
'[11:00:56.358 11/05/1995]',-0.012,0.025,-0.033,180.400,0.452
'[11:00:56.360 11/05/1995]',-0.012,0.002,0.001,180.400,0.454
'[11:00:56.362 11/05/1995]',-0.012,0.002,0.001,180.400,0.454
'[11:00:56.364 11/05/1995]',-0.012,0.002,0.001,180.400,0.454
'[11:00:56.366 11/05/1995]',-0.012,0.025,-0.010,180.400,0.454
'[11:00:56.368 11/05/1995]',-0.012,0.025,-0.033,180.400,0.450
'[11:00:56.370 11/05/1995]',-0.025,0.025,-0.044,180.400,0.450
'[11:00:56.372 11/05/1995]',-0.012,0.025,-0.044,180.400,0.450
'[11:00:56.374 11/05/1995]',-0.006,0.025,-0.033,180.400,0.450
'[11:00:56.376 11/05/1995]',-0.012,0.002,0.001,180.400,0.438
'[11:00:56.378 11/05/1995]',-0.012,0.002,0.001,180.400,0.438
'[11:00:56.380 11/05/1995]',-0.012,0.002,0.001,180.400,0.438
'[11:00:56.382 11/05/1995]',-0.012,0.002,0.001,180.400,0.438
'[11:00:56.384 11/05/1995]',-0.012,0.025,-0.021,180.400,0.423
'[11:00:56.386 11/05/1995]',-0.012,0.025,-0.044,180.400,0.423
'[11:00:56.388 11/05/1995]',-0.025,0.025,-0.044,180.400,0.423
'[11:00:56.390 11/05/1995]',-0.025,0.025,-0.033,180.400,0.423
'[11:00:56.392 11/05/1995]',-0.012,0.002,-0.010,180.400,0.404
'[11:00:56.394 11/05/1995]',-0.012,0.002,0.001,180.400,0.404
'[11:00:56.396 11/05/1995]',-0.006,0.002,0.001,180.400,0.404
'[11:00:56.398 11/05/1995]',-0.006,0.002,0.001,180.400,0.404
'[11:00:56.400 11/05/1995]',-0.006,0.025,-0.010,180.400,0.378
'[11:00:56.402 11/05/1995]',-0.012,0.025,-0.033,180.400,0.378
'[11:00:56.404 11/05/1995]',-0.012,0.025,-0.044,180.400,0.378
'[11:00:56.406 11/05/1995]',-0.012,0.025,-0.033,180.400,0.378
'[11:00:56.408 11/05/1995]',-0.006,0.002,-0.021,180.400,0.350
'[11:00:56.410 11/05/1995]',-0.006,0.002,0.001,180.400,0.350
'[11:00:56.412 11/05/1995]',-0.006,0.002,0.001,180.400,0.350
'[11:00:56.414 11/05/1995]',-0.006,0.002,0.001,180.400,0.350
'[11:00:56.416 11/05/1995]',-0.006,0.002,0.001,180.400,0.320
'[11:00:56.418 11/05/1995]',-0.012,0.025,-0.033,180.400,0.320
'[11:00:56.420 11/05/1995]',-0.012,0.025,-0.033,180.400,0.320
'[11:00:56.422 11/05/1995]',-0.012,0.025,-0.044,180.400,0.320
'[11:00:56.424 11/05/1995]',-0.012,0.002,-0.021,180.400,0.285
'[11:00:56.426 11/05/1995]',-0.012,0.002,0.001,180.400,0.285
'[11:00:56.428 11/05/1995]',-0.012,0.002,0.001,180.400,0.285
'[11:00:56.430 11/05/1995]',-0.006,0.002,0.001,180.400,0.285
'[11:00:56.432 11/05/1995]',-0.006,0.002,0.001,180.400,0.249
'[11:00:56.434 11/05/1995]',-0.012,0.002,-0.021,180.400,0.249
'[11:00:56.436 11/05/1995]',-0.012,0.025,-0.044,180.400,0.249
'[11:00:56.438 11/05/1995]',-0.012,0.025,-0.033,180.400,0.249
'[11:00:56.440 11/05/1995]',-0.012,0.002,-0.033,180.400,0.212
'[11:00:56.442 11/05/1995]',-0.012,0.002,-0.010,180.400,0.212
'[11:00:56.444 11/05/1995]',-0.006,0.002,0.001,180.400,0.212
'[11:00:56.446 11/05/1995]',-0.006,0.002,0.012,180.400,0.212
'[11:00:56.448 11/05/1995]',-0.006,0.002,0.001,180.400,0.175
'[11:00:56.450 11/05/1995]',-0.006,0.002,-0.010,180.400,0.175
'[11:00:56.452 11/05/1995]',-0.012,0.025,-0.033,180.400,0.175
'[11:00:56.454 11/05/1995]',-0.012,0.002,-0.044,180.400,0.175
'[11:00:56.456 11/05/1995]',-0.012,0.002,-0.033,180.400,0.139
'[11:00:56.458 11/05/1995]',-0.006,0.002,-0.010,180.400,0.139
'[11:00:56.460 11/05/1995]',-0.006,0.002,0.001,180.400,0.139
'[11:00:56.462 11/05/1995]',-0.006,0.002,0.001,180.400,0.139
'[11:00:56.464 11/05/1995]',-0.006,0.002,0.001,180.400,0.102
'[11:00:56.466 11/05/1995]',-0.006,0.002,0.001,180.400,0.102
'[11:00:56.468 11/05/1995]',-0.012,0.002,-0.033,180.400,0.102
'[11:00:56.470 11/05/1995]',-0.012,0.002,-0.033,180.400,0.102
'[11:00:56.472 11/05/1995]',-0.012,0.002,-0.033,180.400,0.068
'[11:00:56.474 11/05/1995]',-0.012,0.002,-0.021,180.400,0.068
'[11:00:56.476 11/05/1995]',-0.006,0.002,0.001,180.400,0.068
'[11:00:56.478 11/05/1995]',-0.006,0.002,0.012,180.400,0.068
'[11:00:56.480 11/05/1995]',-0.006,0.002,0.012,180.400,0.035
'[11:00:56.482 11/05/1995]',-0.006,0.002,0.001,180.400,0.035
'[11:00:56.484 11/05/1995]',-0.012,0.002,-0.021,180.400,0.035
'[11:00:56.486 11/05/1995]',-0.012,0.002,-0.033,180.400,0.035
'[11:00:56.488 11/05/1995]',-0.012,0.002,-0.033,180.400,0.002
'[11:00:56.490 11/05/1995]',-0.012,0.002,-0.021,180.400,0.002
'[11:00:56.492 11/05/1995]',-0.012,0.002,0.001,180.400,0.002
'[11:00:56.494 11/05/1995]',-0.006,0.002,0.001,180.400,0.002
'[11:00:56.496 11/05/1995]',-0.006,0.002,0.001,180.400,-0.029
'[11:00:56.498 11/05/1995]',-0.006,0.002,0.001,180.400,-0.029
'[11:00:56.500 11/05/1995]',-0.006,0.002,0.001,180.400,-0.029
'[11:00:56.502 11/05/1995]',-0.012,0.002,-0.033,180.400,-0.029
'[11:00:56.504 11/05/1995]',-0.012,0.002,-0.033,180.400,-0.059
'[11:00:56.506 11/05/1995]',-0.012,0.002,-0.033,180.400,-0.059
'[11:00:56.508 11/05/1995]',-0.006,0.002,-0.010,180.400,-0.059
'[11:00:56.510 11/05/1995]',-0.006,0.002,0.001,180.400,-0.059
'[11:00:56.512 11/05/1995]',-0.006,0.002,0.012,180.400,-0.087
'[11:00:56.514 11/05/1995]',0.001,0.002,0.001,180.400,-0.087
'[11:00:56.516 11/05/1995]',-0.006,0.002,0.001,180.400,-0.087
'[11:00:56.518 11/05/1995]',-0.006,0.002,-0.021,180.400,-0.087
'[11:00:56.520 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.116
'[11:00:56.522 11/05/1995]',-0.012,0.002,-0.033,180.400,-0.116
'[11:00:56.524 11/05/1995]',-0.006,0.002,-0.010,180.400,-0.116
'[11:00:56.526 11/05/1995]',-0.006,0.002,0.001,180.400,-0.116
'[11:00:56.528 11/05/1995]',0.001,0.002,0.012,180.400,-0.143
'[11:00:56.530 11/05/1995]',-0.006,0.002,0.012,180.400,-0.143
'[11:00:56.532 11/05/1995]',-0.006,0.002,0.001,180.400,-0.143
'[11:00:56.534 11/05/1995]',-0.006,0.002,-0.010,180.400,-0.143
'[11:00:56.536 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.168
'[11:00:56.538 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.168
'[11:00:56.540 11/05/1995]',-0.006,0.002,-0.021,180.400,-0.168
'[11:00:56.542 11/05/1995]',-0.006,0.002,0.001,180.400,-0.168
'[11:00:56.544 11/05/1995]',-0.006,0.002,0.012,180.400,-0.192
'[11:00:56.546 11/05/1995]',-0.006,0.002,0.012,180.400,-0.192
'[11:00:56.548 11/05/1995]',-0.006,0.002,0.001,180.400,-0.192
'[11:00:56.550 11/05/1995]',-0.006,0.002,0.001,180.400,-0.192
'[11:00:56.552 11/05/1995]',0.001,0.002,-0.033,180.400,-0.217
'[11:00:56.554 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.217
'[11:00:56.556 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.217
'[11:00:56.558 11/05/1995]',-0.006,0.002,-0.021,180.400,-0.217
'[11:00:56.560 11/05/1995]',-0.006,0.002,0.001,180.400,-0.238
'[11:00:56.562 11/05/1995]',0.001,0.002,0.012,180.400,-0.238
'[11:00:56.564 11/05/1995]',0.001,0.002,0.001,180.400,-0.238
'[11:00:56.566 11/05/1995]',-0.006,0.002,0.001,180.400,-0.238
'[11:00:56.568 11/05/1995]',-0.006,0.002,-0.021,180.400,-0.259
'[11:00:56.570 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.259
'[11:00:56.572 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.259
'[11:00:56.574 11/05/1995]',-0.006,0.002,-0.010,180.400,-0.259
'[11:00:56.576 11/05/1995]',-0.006,0.002,0.001,180.400,-0.279
'[11:00:56.578 11/05/1995]',-0.006,0.002,0.012,180.400,-0.279
'[11:00:56.580 11/05/1995]',-0.006,0.002,0.012,180.400,-0.279
'[11:00:56.582 11/05/1995]',-0.006,0.002,0.001,180.400,-0.279
'[11:00:56.584 11/05/1995]',-0.006,0.002,-0.010,180.400,-0.297
'[11:00:56.586 11/05/1995]',-0.012,0.002,-0.033,180.400,-0.297
'[11:00:56.588 11/05/1995]',-0.006,0.002,-0.033,180.400,-0.297
'[11:00:56.590 11/05/1995]',-0.006,0.002,-0.021,180.400,-0.297
'[11:00:56.592 11/05/1995]',0.001,0.002,0.001,180.400,-0.315
'[11:00:56.594 11/05/1995]',0.001,0.002,0.012,180.400,-0.315
'[11:00:56.596 11/05/1995]',0.001,0.002,0.023,180.400,-0.315
'[11:00:56.598 11/05/1995]',0.001,0.002,0.012,180.400,-0.315
'[11:00:56.600 11/05/1995]',0.001,0.002,0.001,180.400,-0.332
'[11:00:56.602 11/05/1995]',-0.006,0.025,-0.021,180.400,-0.332
'[11:00:56.604 11/05/1995]',-0.006,0.025,-0.033,180.400,-0.332
'[11:00:56.606 11/05/1995]',-0.012,0.025,-0.021,180.400,-0.332
'[11:00:56.608 11/05/1995]',-0.012,0.025,-0.010,180.400,-0.349
'[11:00:56.610 11/05/1995]',-0.012,0.025,0.001,180.400,-0.349
'[11:00:56.612 11/05/1995]',-0.012,0.025,0.012,180.400,-0.349
'[11:00:56.614 11/05/1995]',-0.025,0.025,0.001,180.400,-0.349
'[11:00:56.616 11/05/1995]',-0.012,0.050,0.001,180.400,-0.364
'[11:00:56.618 11/05/1995]',-0.012,0.050,-0.021,180.400,-0.364
'[11:00:56.620 11/05/1995]',-0.012,0.050,-0.033,180.400,-0.364
'[11:00:56.622 11/05/1995]',-0.006,0.025,-0.021,180.400,-0.364
'[11:00:56.624 11/05/1995]',-0.006,0.025,0.001,180.400,-0.381
'[11:00:56.626 11/05/1995]',-0.006,0.002,0.023,180.400,-0.381
'[11:00:56.628 11/05/1995]',-0.006,0.002,0.034,180.400,-0.381
'[11:00:56.630 11/05/1995]',-0.012,0.002,0.023,180.400,-0.381
'[11:00:56.632 11/05/1995]',-0.025,0.002,0.001,180.400,-0.396
'[11:00:56.634 11/05/1995]',-0.031,0.025,-0.021,180.400,-0.396
'[11:00:56.636 11/05/1995]',-0.037,0.025,-0.044,180.400,-0.396
'[11:00:56.638 11/05/1995]',-0.050,0.025,-0.055,180.400,-0.396
'[11:00:56.640 11/05/1995]',-0.050,0.025,-0.033,180.400,-0.410
'[11:00:56.642 11/05/1995]',-0.056,0.002,-0.033,180.400,-0.410
'[11:00:56.644 11/05/1995]',-0.056,0.002,-0.010,180.400,-0.410
'[11:00:56.646 11/05/1995]',-0.056,0.002,-0.010,180.400,-0.410
'[11:00:56.648 11/05/1995]',-0.050,0.002,-0.021,180.400,-0.424
'[11:00:56.650 11/05/1995]',-0.050,0.002,-0.033,180.400,-0.424
'[11:00:56.652 11/05/1995]',-0.056,0.025,-0.066,180.400,-0.424
'[11:00:56.654 11/05/1995]',-0.056,0.025,-0.066,180.400,-0.424
'[11:00:56.656 11/05/1995]',-0.056,0.025,-0.055,180.400,-0.436
'[11:00:56.658 11/05/1995]',-0.050,0.002,-0.033,180.400,-0.436
'[11:00:56.660 11/05/1995]',-0.050,0.002,-0.010,180.400,-0.436
'[11:00:56.662 11/05/1995]',-0.037,0.002,0.001,180.400,-0.436
'[11:00:56.664 11/05/1995]',-0.037,0.002,0.001,180.400,-0.448
'[11:00:56.666 11/05/1995]',-0.031,0.002,-0.021,180.400,-0.448
'[11:00:56.668 11/05/1995]',-0.031,0.025,-0.044,180.400,-0.448
'[11:00:56.670 11/05/1995]',-0.025,0.025,-0.055,180.400,-0.448
'[11:00:56.672 11/05/1995]',-0.031,0.025,-0.055,180.400,-0.459
'[11:00:56.674 11/05/1995]',-0.012,0.025,-0.033,180.400,-0.459
'[11:00:56.676 11/05/1995]',-0.006,0.002,-0.010,180.400,-0.459
'[11:00:56.678 11/05/1995]',0.001,0.002,0.001,180.400,-0.459
'[11:00:56.680 11/05/1995]',0.001,0.002,0.012,180.400,-0.470
'[11:00:56.682 11/05/1995]',0.007,0.002,0.001,180.400,-0.470
'[11:00:56.684 11/05/1995]',0.007,0.002,-0.010,180.400,-0.470
'[11:00:56.686 11/05/1995]',0.007,0.002,-0.033,180.400,-0.470
'[11:00:56.688 11/05/1995]',0.007,0.002,-0.033,180.400,-0.479
'[11:00:56.690 11/05/1995]',0.007,0.002,-0.010,180.400,-0.479
'[11:00:56.692 11/05/1995]',0.007,-0.022,0.001,180.400,-0.479
'[11:00:56.694 11/05/1995]',0.013,-0.022,0.023,180.400,-0.479
'[11:00:56.696 11/05/1995]',0.013,-0.046,0.023,180.400,-0.489
'[11:00:56.698 11/05/1995]',0.013,-0.022,0.012,180.400,-0.489
'[11:00:56.700 11/05/1995]',0.007,-0.022,0.001,180.400,-0.489
'[11:00:56.702 11/05/1995]',0.007,-0.022,-0.010,180.400,-0.489
'[11:00:56.704 11/05/1995]',0.007,0.002,-0.033,180.400,-0.497
'[11:00:56.706 11/05/1995]',0.007,-0.022,-0.010,180.400,-0.497
'[11:00:56.708 11/05/1995]',0.007,-0.022,0.001,180.400,-0.497
'[11:00:56.710 11/05/1995]',0.007,-0.046,0.012,180.400,-0.497
'[11:00:56.712 11/05/1995]',0.007,-0.046,0.023,180.400,-0.506
'[11:00:56.714 11/05/1995]',0.007,-0.046,0.012,180.400,-0.506
'[11:00:56.716 11/05/1995]',0.007,-0.022,0.001,180.400,-0.506
'[11:00:56.718 11/05/1995]',0.007,-0.022,-0.010,180.400,-0.506
'[11:00:56.720 11/05/1995]',0.007,0.002,-0.021,180.400,-0.514
'[11:00:56.722 11/05/1995]',0.007,0.002,-0.021,180.400,-0.514
'[11:00:56.724 11/05/1995]',0.007,-0.022,0.001,180.400,-0.514
'[11:00:56.726 11/05/1995]',0.007,-0.022,0.001,180.400,-0.514
'[11:00:56.728 11/05/1995]',0.013,-0.046,0.023,180.400,-0.523
'[11:00:56.730 11/05/1995]',0.013,-0.022,0.023,180.400,-0.523
'[11:00:56.732 11/05/1995]',0.007,-0.022,0.001,180.400,-0.523
'[11:00:56.734 11/05/1995]',0.007,0.002,-0.010,180.400,-0.523
'[11:00:56.736 11/05/1995]',0.001,0.002,-0.021,180.400,-0.530
'[11:00:56.738 11/05/1995]',0.001,0.002,-0.033,180.400,-0.530
'[11:00:56.740 11/05/1995]',0.001,0.002,-0.010,180.400,-0.530
'[11:00:56.742 11/05/1995]',0.001,-0.022,0.001,180.400,-0.530
'[11:00:56.744 11/05/1995]',0.007,-0.022,0.023,180.400,-0.537
'[11:00:56.746 11/05/1995]',0.007,-0.022,0.023,180.400,-0.537
'[11:00:56.748 11/05/1995]',0.007,-0.022,0.012,180.400,-0.537
'[11:00:56.750 11/05/1995]',0.007,0.002,0.001,180.400,-0.537
'[11:00:56.752 11/05/1995]',0.007,0.002,0.001,180.400,-0.544
'[11:00:56.754 11/05/1995]',0.025,0.002,0.001,180.400,-0.544
'[11:00:56.756 11/05/1995]',0.051,0.002,0.023,180.400,-0.544
'[11:00:56.758 11/05/1995]',0.082,0.002,0.057,180.400,-0.544
'[11:00:56.760 11/05/1995]',0.119,-0.022,0.102,180.400,-0.549
'[11:00:56.762 11/05/1995]',0.151,-0.022,0.146,180.400,-0.549
'[11:00:56.764 11/05/1995]',0.195,-0.022,0.180,180.400,-0.549
'[11:00:56.766 11/05/1995]',0.220,0.002,0.202,180.400,-0.549
'[11:00:56.768 11/05/1995]',0.245,0.025,0.191,180.400,-0.555
'[11:00:56.770 11/05/1995]',0.245,0.074,0.168,180.400,-0.555
'[11:00:56.772 11/05/1995]',0.245,0.098,0.168,180.400,-0.555
'[11:00:56.774 11/05/1995]',0.257,0.147,0.168,180.400,-0.555
'[11:00:56.776 11/05/1995]',0.257,0.196,0.168,180.400,-0.561
'[11:00:56.778 11/05/1995]',0.245,0.244,0.158,180.400,-0.561
'[11:00:56.780 11/05/1995]',0.220,0.293,0.113,180.400,-0.561
'[11:00:56.782 11/05/1995]',0.176,0.317,0.068,180.400,-0.561
'[11:00:56.784 11/05/1995]',0.188,0.269,0.057,180.400,-0.564
'[11:00:56.786 11/05/1995]',0.207,0.171,0.068,180.400,-0.564
'[11:00:56.788 11/05/1995]',0.213,0.002,0.102,180.400,-0.564
'[11:00:56.790 11/05/1995]',0.213,-0.144,0.146,180.400,-0.564
'[11:00:56.792 11/05/1995]',0.232,-0.338,0.202,180.400,-0.569
'[11:00:56.794 11/05/1995]',0.239,-0.483,0.258,180.400,-0.569
'[11:00:56.796 11/05/1995]',0.239,-0.556,0.269,180.400,-0.569
'[11:00:56.798 11/05/1995]',0.232,-0.605,0.269,180.400,-0.569
'[11:00:56.800 11/05/1995]',0.207,-0.654,0.247,180.400,-0.573
'[11:00:56.802 11/05/1995]',0.163,-0.654,0.191,180.400,-0.573
'[11:00:56.804 11/05/1995]',0.119,-0.654,0.168,180.400,-0.573
'[11:00:56.806 11/05/1995]',0.094,-0.605,0.135,180.400,-0.573
'[11:00:56.808 11/05/1995]',0.076,-0.581,0.135,180.400,-0.576
'[11:00:56.810 11/05/1995]',0.057,-0.532,0.135,180.400,-0.576
'[11:00:56.812 11/05/1995]',0.038,-0.483,0.124,180.400,-0.576
'[11:00:56.814 11/05/1995]',0.025,-0.386,0.090,180.400,-0.576
'[11:00:56.816 11/05/1995]',0.007,-0.290,0.057,180.400,-0.579
'[11:00:56.818 11/05/1995]',-0.025,-0.217,0.001,180.400,-0.579
'[11:00:56.820 11/05/1995]',-0.031,-0.119,-0.033,180.400,-0.579
'[11:00:56.822 11/05/1995]',-0.037,-0.071,-0.033,180.400,-0.579
'[11:00:56.824 11/05/1995]',-0.037,-0.046,-0.033,180.400,-0.583
'[11:00:56.826 11/05/1995]',-0.031,-0.022,0.001,180.400,-0.583
'[11:00:56.828 11/05/1995]',-0.031,-0.022,0.001,180.400,-0.583
'[11:00:56.830 11/05/1995]',-0.031,-0.022,0.001,180.400,-0.583
'[11:00:56.832 11/05/1995]',-0.031,-0.022,0.001,180.400,-0.587
'[11:00:56.834 11/05/1995]',-0.031,0.002,-0.021,180.400,-0.587
'[11:00:56.836 11/05/1995]',-0.037,0.002,-0.044,180.400,-0.587
'[11:00:56.838 11/05/1995]',-0.037,0.002,-0.044,180.400,-0.587
